"","1","9","12","16","17","25","26","37","40","43","44","53","54","63","89","111","117","143","201","223","267","412","432","497","555"
"1",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"9",0,NA,0.0909090909090909,0,0,0,0,0,0.333333333333333,0,0,1,0,1,1,1,0,0,0,0.666666666666667,0,0,0,0,0
"12",0,0,NA,0.108433734939759,1,0,0,1,0,0.0117647058823529,0,0.538461538461538,0,0,0.368421052631579,0,0,0,0.0505050505050505,0.0229007633587786,0,0.0625,0,0,0.636363636363636
"16",0,0.333333333333333,0,NA,0,0,0,0,0.2,0.0731707317073171,1,0.142857142857143,1,0.333333333333333,0,0.230769230769231,0.111111111111111,0,0,0.219512195121951,0,0,0,0,0
"17",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0.257142857142857,0.092436974789916,0.0220588235294118,0,NA,0.333333333333333,0,0,0.0277777777777778,0.2,0,0,0.142857142857143,0.714285714285714,0.75,0,0,0.12280701754386,0.0769230769230769,0,0.272727272727273,0,0,0
"26",0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0
"37",0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",0,0,0.0617283950617284,0,0,0,0,0,NA,0.347826086956522,0,0.111111111111111,0,0.333333333333333,0,0,0,0,0,0.224489795918367,0,0.0476190476190476,0.333333333333333,0,0
"43",0,0.333333333333333,0,0,0,0,0,0,0,NA,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",0,0,0.0909090909090909,0,0,0,0,0,0.142857142857143,0,NA,0,0,0,1,0,1,0,0.2,0,0,0.428571428571429,0,0.222222222222222,0
"53",0,0,0,0,0,0.6,0,0,0,0.0909090909090909,0,NA,0,0,0,1,0,0.333333333333333,0.25,0,0,0,0,0,1
"54",0,0,0,0,0,0.333333333333333,0,0,0,1,0,0,NA,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0
"63",0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,1,0,0,0.5,1,0.333333333333333,0,0,0
"89",0,0,0,0.0909090909090909,0,0,1,0,0.666666666666667,0,0,1,0,0,NA,0,0,0,0,0.230769230769231,0.333333333333333,0,0,0,0
"111",0,0,0.0638297872340425,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0.111111111111111,1,0,0.2,0,0
"117",0,0,0.125,0,0,0.0416666666666667,0,0,0.2,0,0,1,0,0,1,0,NA,0.2,0.142857142857143,0,0.2,0.111111111111111,0,0,0
"143",0,0.333333333333333,0,0.5,0,0.153846153846154,0,0,0,0.0909090909090909,0,0,0,0,0.5,0,0,NA,0,1,0,0,1,0,0
"201",0,1,0,0.0555555555555556,0,0,0,0,0.153846153846154,0.0285714285714286,0,0,0,1,0.0666666666666667,0.0769230769230769,0,0,NA,0.072463768115942,0,0,0,0,0.333333333333333
"223",0,0,0,0,0,0,1,1,0,0.0344827586206897,1,0.2,0,0,0,0,0.333333333333333,0,0,NA,0,0.0857142857142857,0,0,0
"267",0,1,0,0,0,0.28,0,0,0.8,0.111111111111111,0,0.2,0,0,0,0,0,0,0.333333333333333,1,NA,0.142857142857143,0.333333333333333,0,0
"412",0,0.5,0,0.0833333333333333,0,0,0,0,0,0.0769230769230769,0,0.4,0,0,0,0,0,0.333333333333333,0.0144927536231884,0,0,NA,0.142857142857143,0.0285714285714286,1
"432",0,1,0.111111111111111,0.111111111111111,1,0.125,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.142857142857143,0.272727272727273,0,0,NA,0,1
"497",1,0.0769230769230769,0.0229007633587786,0.170731707317073,1,0.019047619047619,0.333333333333333,0,0,0.0434782608695652,0,0.2,0,1,0.0697674418604651,0,0.125,0.166666666666667,0.285714285714286,0.140625,0,0,0.294117647058824,NA,0
"555",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,0,NA
