"","2","6","8","10","13","14","17","20","23","24","27","31","36","39","41","48","50","54","57","58","62","68","74","75","78","80","82","83","84","85","86","92","98","106","107","114","122","126","127","133","150","157","164","240","245","266","420","516"
"2",NA,0,1,0,1,0,0,0,0,0.428571428571429,0,0,1,0,0.2,0,0,0,0,0.6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0,0,0,0,0,0,0.2
"6",1,NA,0,0,0,0,0,0,0,0.333333333333333,0,1,0,0.333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5
"8",0,0,NA,0,0,0.0909090909090909,0,0,0,0.393939393939394,0,0,0.0526315789473684,0,0.101123595505618,1,0,0,0,0.4,0,0.111111111111111,0,1,0,0,0,0,1,0.2,0.333333333333333,0,0,0,0,0.230769230769231,0,0,0,0,0,0.5,0.0952380952380952,0.2,0.2,0.0909090909090909,0,0
"10",0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",0,0.333333333333333,0,0,NA,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.333333333333333,0.333333333333333,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0.333333333333333,0,1,0,1,0
"14",1,1,0,0,0.25,NA,0,0,1,0,0,0.4,0,0,0.235294117647059,0,0.230769230769231,0,0,0.111111111111111,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.333333333333333,0.157894736842105,1,0,0.25,0.333333333333333,0.111111111111111
"17",0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0,0,0,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,1,0,0,0,1,0,NA,1,0.142857142857143,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"24",0,0,0,0,0.142857142857143,0.166666666666667,0,0,0,NA,0,0.454545454545455,0.214285714285714,0.195121951219512,0,0.6,0,0.25,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0.714285714285714,0.333333333333333,0,1,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0.111111111111111
"27",0.666666666666667,0.111111111111111,0.348837209302326,0,0.375,0.294117647058824,0,0,0,0.0588235294117647,NA,0,0,0.131578947368421,0.0294117647058824,0.384615384615385,0.111111111111111,0.75,1,0.185185185185185,0,0.666666666666667,0,0.777777777777778,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.25,0.37037037037037,0,0,1,0.176470588235294,0.368421052631579,0,1,0.5,0.538461538461538,0.2,0.037037037037037
"31",0,0,0.272727272727273,0,1,0,0,0,0,0,0.142857142857143,NA,0.272727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,1,1,0,1,0.333333333333333,0,0,1,0.333333333333333,0,0.142857142857143
"36",0,0,0,0,0.166666666666667,0,0,0,1,0,0.169230769230769,0,NA,0,0,0.4,0,0,0.333333333333333,0.4,0,0,0,0.6,0.0769230769230769,0,0,0,0,0,1,0.75,0.6,1,0,0,0.272727272727273,0.333333333333333,0.333333333333333,0,0,0.2,0,0.333333333333333,0,0,0,0.230769230769231
"39",0,0,0.379310344827586,0,0.733333333333333,0.28,0,0,0.5,0,0,0.428571428571429,0.176470588235294,NA,0,0.5,0.636363636363636,0,1,0,0,0.2,0,0,0,0,0,0,1,0,0,0.166666666666667,0,0,0,0.173913043478261,0.212121212121212,0,0.333333333333333,1,0,0,0,0,0,0,0,0.153846153846154
"41",0,0.142857142857143,0,0,0,0,0,1,0.5,0.173913043478261,0,0,0.157894736842105,0,NA,0.333333333333333,0,0,0.333333333333333,0.2,1,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0,0.0303030303030303,0.217391304347826,0,0,0,0,0,0,0.5,0.2,0,0,0
"48",1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,NA,1,1,0,1,0,0,0,0,0.333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"50",0,0,0.2,0,0,0,0,0,0,0.555555555555556,0,0.25,0,0,0.217391304347826,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.25,0,0,0,0,0,0,0.142857142857143,1,0,0,0,0.5
"54",0,0,0.333333333333333,0,0,0.333333333333333,0,0,0,0,0,0,1,0.2,0.333333333333333,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0.333333333333333,0,0,0,0,0,1,0,0,0,0
"57",0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"58",0,0.5,0,0,0,0,0,0,0,0.142857142857143,0,0.2,0,0.276595744680851,0,0,0,0.428571428571429,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.1,0,0,0,0,0.333333333333333,0,0,0,0.714285714285714,0.2,0
"62",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"68",0,0,0,0,0,0.333333333333333,1,0,0,0,0,0,0.5,0,0.0666666666666667,0,1,0,0,1,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0.142857142857143,1,0,0,0,0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"75",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,1,0,0,0,0,0,1,1,0,0,0,0.333333333333333,0,0,0,0,1,1,0,0,0,1,0,0
"78",0,0,0.2,0,0,0.75,0,0,1,0,0.0588235294117647,0,0,0.0909090909090909,0.5,0,0.333333333333333,1,0,0.142857142857143,0,0.333333333333333,0,0,NA,0,0,0,0,1,0,0.333333333333333,0,0,1,0,0.1,0.333333333333333,1,0,0,0,0.0769230769230769,0,0,0.5,1,0.4
"80",0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.333333333333333,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,0,0,0,0.333333333333333,1,0,0,0,0,0,0,1,0,0,0,0
"82",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"85",0,0,0,0,0.2,0.2,0,0,0,0.333333333333333,0.0810810810810811,0.6,0.0666666666666667,0.5,0.2,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0,1,0.333333333333333,0.166666666666667
"86",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,1,0,0,0,0,1,0,0.333333333333333,0,0,0,0,0
"92",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0.333333333333333,0,1,0,0,0,0,0,1,0,0
"98",1,0,0.2,0,1,0,0,0,0,0,0.0588235294117647,0,0,0.125,0,1,0,1,1,0.333333333333333,0,0,0,0,0.5,0,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0.333333333333333,1,0,0,0,0,1,0.2
"106",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0
"107",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,1,1,0,0,0,0
"114",0,0,0,0,0.0909090909090909,0,1,0,0,0.111111111111111,0,0.2,0,0,0,1,0,0,1,0.0909090909090909,0,0,1,0,0.333333333333333,0,0,0,0,0.333333333333333,0,1,0,0,0,NA,0.157894736842105,0.2,0,0,0,0.5,0,1,0,0,0,0.230769230769231
"122",0.142857142857143,1,0.241379310344828,0,0.142857142857143,0,0,0,0,0.0833333333333333,0,0.6,0,0,0,1,0.6,0.2,0,0,0,0,0,1,0,0,1,1,0,0.4,0,0,0,0,0,0,NA,0.111111111111111,0,1,0,0.5,0,1,0,0.333333333333333,1,0.2
"126",0,1,0.142857142857143,0,0,0.272727272727273,0,0,0,0,0,0,0,0.111111111111111,0.166666666666667,0,0.333333333333333,0,1,0.333333333333333,0,0,0,0,0,0,0,0,0,0.272727272727273,1,0,0,0,0,0,0,NA,1,0,0.6,0,0,0,0,0,0,0.714285714285714
"127",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1
"133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
"150",0,0,0.142857142857143,0,0,0.166666666666667,0,1,0,0,0,0,0.5,0,0,0,0.333333333333333,0,0,0.25,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6,0,0,0,0,NA,0,0,1,0,0,0,0
"157",1,1,0,0,0,0,1,0,0,0.333333333333333,0,0,0,0.222222222222222,0.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0,0,0,0,0,0,1,0,0.5,NA,0,0,0,0,0,0.6
"164",0.666666666666667,0.5,0,0,0,0,0,0.333333333333333,0.0909090909090909,0.0588235294117647,0.0952380952380952,0.0909090909090909,0.125,0.27710843373494,0.267605633802817,0.666666666666667,0,0.0769230769230769,0.333333333333333,0.0731707317073171,0,0,0,0.5,0,0.333333333333333,0,0,0,0,0,0.2,0.8,0,0,0.265822784810127,0.0625,0,1,0,0.172413793103448,0.166666666666667,NA,0,0,0.0434782608695652,0.333333333333333,0.0476190476190476
"240",0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,NA,0,1,0,0.2
"245",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.2,1,0,0.5,1,0,0,0,0,1,1,0,NA,1,0,0
"266",0.5,0.333333333333333,0,0,0,0,0,0,0,0.217391304347826,0,0,0.0909090909090909,0.032258064516129,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,1,0.333333333333333,0,1,0,0,0.5,1,0,0,0,NA,0,0.111111111111111
"420",0,0,1,0,0,0,0,0,0,0.5,0,1,0.333333333333333,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.714285714285714,0,0,1,0,0,0,0,0,0,0,NA,0.636363636363636
"516",0,0,0.0588235294117647,0,0.2,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,1,0,0.166666666666667,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,NA
