"gameId","gameLength","queue","map","season","version","mode","type"
3206713679,"964","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3173880144,"2588","420","11","11","8.7.223.9264","CLASSIC","MATCHED_GAME"
3184464210,"1821","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3211956564,"1293","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3206025558,"1434","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3179975002,"2264","430","11","11","8.8.225.6906","CLASSIC","MATCHED_GAME"
3199308126,"936","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3192000862,"546","830","11","11","8.9.227.7511","CLASSIC","MATCHED_GAME"
3214938464,"1915","430","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3200094567,"1788","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3224703341,"1746","420","11","11","8.11.231.7304","CLASSIC","MATCHED_GAME"
3188429166,"2193","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3176436080,"2356","420","11","11","8.7.223.9264","CLASSIC","MATCHED_GAME"
3180597622,"954","430","11","11","8.8.225.6906","CLASSIC","MATCHED_GAME"
3185348984,"1408","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3206091131,"1725","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3182104956,"1220","420","11","11","8.8.225.6906","CLASSIC","MATCHED_GAME"
3197669757,"1306","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3199832454,"1601","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3200717196,"935","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3216085391,"1164","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3184431509,"1772","420","11","11","8.8.226.7254","CLASSIC","MATCHED_GAME"
3211760022,"1453","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3204452757,"1464","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3222639015,"935","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3214250407,"2109","440","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3199832489,"1672","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3197866410,"964","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
3214021035,"976","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3222704556,"1558","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3163001263,"1607","420","11","11","8.6.222.2149","CLASSIC","MATCHED_GAME"
3217101235,"1503","420","11","11","8.10.229.7328","CLASSIC","MATCHED_GAME"
3195212221,"1123","420","11","11","8.9.228.4283","CLASSIC","MATCHED_GAME"
