result,c1,c2,c3,c4,c5
Win,Talon,Kha'Zix,Leona,Kai'Sa,Olaf
Win,Fiddlesticks,Fizz,Camille,Ezreal,Olaf
Win,Lucian,Wukong,Brand,Katarina,Ornn
Win,Pyke,Taliyah,Lucian,Lulu,Leona
Win,Miss Fortune,Zoe,Camille,Vladimir,Lissandra
Win,Morgana,Taliyah,Kog'Maw,Yasuo,Lissandra
Win,Ezreal,Xin Zhao,Vladimir,Rakan,Renekton
Win,Pyke,Lucian,Lulu,Kai'Sa,Nocturne
Win,Vayne,Aatrox,Karthus,Riven,Nami
Win,Renekton,Pyke,Irelia,Ezreal,Caitlyn
Win,Trundle,Rakan,Singed,Syndra,Zoe
Win,Braum,Lee Sin,Xayah,Jax,Zoe
Win,Kai'Sa,Rek'Sai,Nami,Irelia,Caitlyn
Win,Cassiopeia,Zac,Thresh,Sion,Caitlyn
Win,Trundle,Nidalee,Talon,Fiddlesticks,Akali
Win,Xayah,Lee Sin,Zilean,Rakan,Fiora
Win,Jhin,Alistar,Mordekaiser,Nidalee,Kassadin
Win,Jax,Bard,Xayah,Xin Zhao,Kassadin
Win,Kog'Maw,Illaoi,Graves,Braum,Kassadin
Win,Ornn,Lucian,Irelia,Braum,Camille
Win,Draven,Zoe,Darius,Camille,Braum
Win,Caitlyn,LeBlanc,Nocturne,Gangplank,Rakan
Win,Xayah,Sion,Xin Zhao,Gangplank,Zoe
Win,Varus,Gangplank,Rakan,Xin Zhao,Zoe
Win,Morgana,Vladimir,Jhin,Camille,Sejuani
Win,LeBlanc,Braum,Ashe,Rengar,Sejuani
Win,Lulu,Janna,Kog'Maw,Jax,Kha'Zix
Win,Lissandra,Rakan,Xayah,Irelia,Fiora
Win,Lulu,Kai'Sa,Janna,Master Yi,Fiora
Win,Dr. Mundo,Morgana,Xayah,LeBlanc,Lee Sin
Win,Nautilus,Kai'Sa,Jax,Sion,Braum
Win,Ornn,Vladimir,Xayah,Pantheon,Braum
Win,Tristana,Karma,Vladimir,Irelia,Lee Sin
Win,Ryze,Lulu,Nidalee,Ezreal,Sion
Win,Graves,Aurelion Sol,Ezreal,Alistar,Sion
Win,Graves,Talon,Gangplank,Kai'Sa,Tryndamere
Win,Karma,Rakan,Xayah,Dr. Mundo,Sion
Win,Ezreal,Twisted Fate,Braum,Nidalee,Poppy
Win,Jax,Talon,Thresh,Draven,Nocturne
Win,Renekton,Irelia,Rakan,Anivia,Rakan
Win,Yasuo,Xayah,Nidalee,Nocturne,Rakan
Win,Braum,Singed,Kog'Maw,Lee Sin,Jayce
Win,Lucian,Nidalee,Braum,Gangplank,Twisted Fate
Win,Rakan,Jax,Ezreal,Camille,Twisted Fate
Win,Tristana,Jayce,Morgana,Aatrox,Nidalee
Win,Katarina,Kai'Sa,Irelia,Thresh,Nidalee
Win,Xin Zhao,Renekton,Morgana,Yasuo,Corki
Win,Rakan,Graves,Ryze,Aatrox,Tahm Kench
Win,Cassiopeia,Xin Zhao,Aurelion Sol,Ezreal,Tahm Kench
Win,Ezreal,Irelia,Bard,Kindred,Yasuo
Win,Tahm Kench,Ornn,Lee Sin,Ezreal,Yasuo
Win,Camille,Ezreal,Zoe,Tahm Kench,Nidalee
Win,Yasuo,Aurelion Sol,Nidalee,Janna,Karma
Win,Tahm Kench,Tristana,Camille,Graves,Karma
Win,Kai'Sa,Morgana,Olaf,Ziggs,Nocturne
Win,Zoe,Aatrox,Soraka,Kai'Sa,Nocturne
Win,Skarner,Karma,Draven,Lulu,Heimerdinger
Win,Bard,Diana,Kennen,Ziggs,Jax
Win,Fizz,Rumble,Malphite,Ahri,Darius
Win,Fizz,Rumble,Kayn,Lucian,Morgana
Win,Fiora,Lucian,Talon,Pyke,Evelynn
Win,Kog'Maw,Kha'Zix,Kled,Morgana,Xerath
Win,Kog'Maw,Kha'Zix,Ezreal,Braum,Poppy
Win,Rek'Sai,Katarina,Tahm Kench,Taliyah,Gangplank
Win,Malzahar,Ezreal,LeBlanc,Thresh,Pantheon
Win,Twitch,Dr. Mundo,Master Yi,Riven,Swain
Win,Jhin,Lulu,Tahm Kench,Singed,Kha'Zix
Win,Jhin,Lulu,Lulu,Zoe,Lucian
Win,Lee Sin,Teemo,Singed,Nami,Ezreal
Win,Draven,Kha'Zix,Irelia,Karma,Leona
Win,Draven,Kha'Zix,Graves,Warwick,Draven
Win,Thresh,Irelia,Master Yi,Kai'Sa,Blitzcrank
Win,Taliyah,Camille,Graves,Tahm Kench,Zoe
Win,Xayah,Renekton,Fiora,Jhin,Lux
Win,Lulu,Taliyah,Miss Fortune,Jax,Morgana
Win,Alistar,Lulu,Singed,Skarner,Xayah
Win,Alistar,Lulu,Caitlyn,Ryze,Morgana
Win,Camille,Poppy,Rakan,Gangplank,Nidalee
Win,Kog'Maw,Lulu,Trundle,Rakan,Darius
Win,Fiora,Lee Sin,Aurelion Sol,Alistar,Kai'Sa
Win,Kog'Maw,Ahri,Tahm Kench,Camille,Lee Sin
Win,Kog'Maw,Ahri,Talon,Vayne,Kha'Zix
Win,Janna,Kennen,Irelia,Skarner,Ornn
Win,Xayah,Rakan,Ezreal,Mordekaiser,Aatrox
Win,Ezreal,Singed,Lulu,Xin Zhao,Rakan
Win,Kassadin,Alistar,Jhin,Kha'Zix,Camille
Win,Fizz,Teemo,Irelia,Akali,Vayne
Win,Rengar,Zoe,Kha'Zix,Ezreal,Alistar
Win,Rengar,Zoe,Malzahar,Olaf,Taliyah
Win,Zoe,Graves,Singed,Lucian,Tahm Kench
Win,Zoe,Graves,Thresh,Vladimir,Caitlyn
Win,Lee Sin,Katarina,Nunu,Talon,Lucian
Win,Pyke,Vladimir,Ezreal,Singed,Veigar
Win,Dr. Mundo,Veigar,Shyvana,Nasus,Anivia
Win,Dr. Mundo,Veigar,Vladimir,Graves,Thresh
Win,Poppy,Ezreal,Ezreal,Soraka,Lissandra
Win,Thresh,Talon,Jinx,Illaoi,Rek'Sai
Win,Trundle,Ezreal,Graves,Pyke,Vayne
Win,Fizz,Gangplank,Xin Zhao,Alistar,Caitlyn
Win,Kassadin,Janna,Olaf,Trundle,Kai'Sa
Win,Lucian,Shaco,Singed,Aurelion Sol,Rakan
Win,LeBlanc,Irelia,Soraka,Skarner,Ezreal
Win,Kha'Zix,Varus,Soraka,Poppy,Zoe
Win,Kha'Zix,Varus,Leona,Twisted Fate,Gangplank
Win,Dr. Mundo,Camille,Talon,Janna,Kog'Maw
Win,Thresh,Karma,Gangplank,Camille,Jhin
Win,Thresh,Karma,Karthus,Rek'Sai,Kai'Sa
Win,Irelia,Rakan,Vayne,Singed,Janna
Win,Graves,Zoe,Annie,Caitlyn,Shyvana
Win,Galio,Olaf,Jhin,Tahm Kench,Swain
Win,LeBlanc,Blitzcrank,Lucian,Cho'Gath,Jax
Win,Malzahar,Lee Sin,Xayah,Rakan,Camille
Win,Malzahar,Lee Sin,Irelia,Kai'Sa,Xin Zhao
Win,Jax,Nautilus,Karma,Singed,Pyke
Win,Xayah,Rakan,Lulu,Camille,Singed
Win,Lucian,Alistar,Taliyah,Renekton,Vladimir
Win,Lucian,Alistar,Nidalee,Renekton,Xayah
Win,Lulu,Olaf,Graves,Malzahar,Jhin
Win,Trundle,Ryze,Yasuo,Kai'Sa,Taliyah
Win,Dr. Mundo,Braum,Camille,Kai'Sa,Aurelion Sol
Win,Dr. Mundo,Braum,Talon,Lucian,Ryze
Win,Taliyah,Irelia,Pyke,Lucian,Nasus
Win,Morgana,Graves,Camille,Caitlyn,Talon
Win,Morgana,Graves,Nocturne,Alistar,Varus
Win,Zoe,Graves,Swain,Jax,Gnar
Win,Taliyah,Janna,Teemo,Jarvan IV,Miss Fortune
Win,Nautilus,Renekton,Yasuo,Karma,Xin Zhao
Win,Nautilus,Renekton,Nunu,Vladimir,Ezreal
Win,Yasuo,Ryze,Trundle,Ezreal,Fiddlesticks
Win,Yasuo,Ryze,Xayah,Morgana,Lissandra
Win,Nidalee,Rengar,Vladimir,Sion,Ezreal
Win,Xin Zhao,Morgana,Camille,Tahm Kench,Ezreal
Win,Graves,Zyra,Soraka,Rumble,Ezreal
Win,Nasus,Morgana,Vladimir,Graves,Jhin
Win,Ezreal,Graves,Ornn,Morgana,Ryze
Win,Ezreal,Yasuo,Nidalee,Sion,Tahm Kench
Win,Ryze,Bard,Fiora,Ezreal,Graves
Win,Ryze,Bard,Camille,Irelia,Xayah
Win,Karthus,Camille,Ryze,Rakan,Tristana
Win,Kai'Sa,Nidalee,Vladimir,Urgot,Janna
Win,Kai'Sa,Nidalee,Pyke,Xin Zhao,Sion
Win,Jhin,Soraka,Dr. Mundo,Aurelion Sol,Jayce
Win,Karma,Ashe,Kog'Maw,Nocturne,Tahm Kench
Win,Master Yi,Annie,Ashe,Janna,Renekton
Win,Rakan,Graves,Yasuo,Ezreal,Jayce
Win,Rakan,Graves,Renekton,Blitzcrank,Lee Sin
Win,Ezreal,Yorick,Graves,Zed,Varus
Win,Ezreal,Yorick,Camille,Rakan,Karma
Win,Xayah,Fiora,Kai'Sa,Lee Sin,Ornn
Win,Graves,Poppy,Twisted Fate,Xayah,Alistar
Win,Quinn,Camille,Xayah,Nami,Tryndamere
Win,Quinn,Camille,Camille,Karma,Taliyah
Win,Ezreal,Nunu,Lee Sin,Tahm Kench,Katarina
Win,Lucian,Pyke,Camille,Ivern,LeBlanc
Win,Lucian,Pyke,Irelia,Morgana,Skarner
Win,Lux,Tristana,Akali,Gangplank,Riven
Win,Lux,Tristana,Karma,Lucian,Fiora
Win,Kai'Sa,Syndra,Nasus,Graves,Rakan
Win,Kai'Sa,Irelia,Singed,Camille,Lulu
Win,Rek'Sai,Xayah,Dr. Mundo,Rakan,Ryze
Win,Kha'Zix,Kai'Sa,Lulu,Vladimir,Irelia
Win,Camille,Volibear,Kai'Sa,Gragas,Vladimir
Win,Lee Sin,Kennen,Morgana,Lucian,Taliyah
Win,Lee Sin,Kennen,Kai'Sa,Lux,Nidalee
Win,Singed,Nidalee,Caitlyn,Soraka,Jax
Win,Rakan,Volibear,Graves,Karma,Xayah
Win,Rakan,Volibear,Renekton,Nocturne,Nautilus
Win,Nocturne,Morgana,Kog'Maw,Camille,Kha'Zix
Win,Gangplank,Camille,Zoe,Nautilus,Kai'Sa
Win,Janna,LeBlanc,Ezreal,Graves,Singed
Win,Rakan,Aatrox,Nocturne,Lucian,Cassiopeia
Win,Nocturne,Tahm Kench,Taliyah,Ezreal,Cho'Gath
Win,Nocturne,Tahm Kench,Fizz,Rek'Sai,Kog'Maw
Win,Xayah,Nocturne,Taliyah,Rakan,Shen
Win,Alistar,Lee Sin,Kai'Sa,Renekton,Syndra
Win,Alistar,Lee Sin,Braum,Vladimir,Graves
Win,Illaoi,Ezreal,Kai'Sa,Graves,Lulu
Win,Braum,Aatrox,LeBlanc,Tristana,Alistar
Win,Vladimir,Kha'Zix,Jayce,Ezreal,Rakan
Win,Ezreal,Jarvan IV,Katarina,Dr. Mundo,Karma
Win,Dr. Mundo,Nocturne,Irelia,Kai'Sa,Lulu
Win,Akali,Poppy,Janna,Syndra,Yasuo
Win,Akali,Poppy,Camille,Swain,Skarner
Win,Soraka,Jhin,Veigar,Jayce,Xayah
Win,Kassadin,Lulu,Camille,Caitlyn,Lee Sin
Win,Kassadin,Lulu,Kalista,Jax,Dr. Mundo
Win,Alistar,Zoe,LeBlanc,Trundle,Pyke
Win,Renekton,Yasuo,Rakan,Gangplank,Lee Sin
Win,Xayah,Talon,Ryze,Nocturne,Karma
Win,Vladimir,Draven,Zyra,Trundle,Talon
Win,Graves,Kassadin,Jax,Morgana,Lucian
Win,Graves,Kassadin,Kai'Sa,Orianna,Irelia
Win,Lee Sin,Leona,Graves,Nocturne,Kai'Sa
Win,Veigar,Morgana,Camille,Rakan,Ezreal
Win,Ezreal,Camille,Kha'Zix,Leona,Talon
Win,Ezreal,Camille,Warwick,Jhin,Yasuo
Win,Ekko,Bard,Xin Zhao,Darius,Janna
Win,Singed,Jhin,Aurelion Sol,Skarner,Soraka
Win,Singed,Jhin,Kennen,Xin Zhao,Karma
Win,Tristana,Rakan,Pantheon,Graves,Lucian
Win,Fiddlesticks,Yasuo,Yasuo,Alistar,Lucian
Win,Vladimir,Taliyah,Alistar,Renekton,Lucian
Win,Olaf,Irelia,Tristana,Shen,Pyke
Win,Olaf,Irelia,Gragas,Rakan,Talon
Win,Lucian,Lulu,Kayle,Graves,Rakan
Win,Lucian,Lulu,Jhin,Yasuo,Soraka
Win,Nidalee,Camille,Xayah,Lee Sin,Zoe
Win,Kai'Sa,Alistar,Dr. Mundo,Lee Sin,Katarina
Win,Lucian,Rengar,Ezreal,Leona,Shaco
Win,Soraka,Jax,Skarner,Ezreal,Zoe
Win,Brand,Irelia,Morgana,Jhin,Xin Zhao
Win,Rek'Sai,Malzahar,Alistar,Jhin,Dr. Mundo
Win,Rek'Sai,Malzahar,Camille,Lulu,Karma
Win,Taliyah,Alistar,Singed,Xin Zhao,Ezreal
Win,Kai'Sa,Poppy,Taliyah,Morgana,Lissandra
Win,Kai'Sa,Poppy,Caitlyn,Jax,Olaf
Win,Ahri,Morgana,Twisted Fate,Camille,Xin Zhao
Win,Rakan,Xayah,Fiora,Rek'Sai,Ryze
Win,Rakan,Xayah,Ryze,Soraka,Irelia
Win,Ezreal,Nidalee,Ezreal,Fizz,Camille
Win,Nami,Kha'Zix,Ornn,Ryze,Lucian
Win,Jinx,Warwick,Nautilus,Twisted Fate,Leona
Win,Jinx,Warwick,Lucian,Irelia,Vladimir
Win,Nidalee,Alistar,Jax,Irelia,Yasuo
Win,Zoe,Pyke,Kog'Maw,Sivir,Alistar
Win,Fizz,LeBlanc,Taric,Riven,Ezreal
Win,Kha'Zix,Ziggs,Kai'Sa,Graves,Braum
Win,Lulu,Nocturne,Draven,Thresh,Xin Zhao
Win,Lulu,Nocturne,Jhin,Gangplank,Aurelion Sol
Win,Skarner,Thresh,Gangplank,Yasuo,Rakan
Win,Xin Zhao,Kai'Sa,Taliyah,Vladimir,Evelynn
Win,Morgana,Kalista,Kha'Zix,Lulu,Varus
Win,Draven,Xin Zhao,Vladimir,Kennen,Thresh
Win,Dr. Mundo,Camille,Thresh,Miss Fortune,Ekko
Win,Xin Zhao,Alistar,Kalista,Camille,Lissandra
Win,Xin Zhao,Alistar,Ezreal,Tahm Kench,Jax
Win,Camille,Karma,Vladimir,Ezreal,Soraka
Win,Jax,Trundle,Xin Zhao,Rakan,Ezreal
Win,Singed,Jayce,Yasuo,Kai'Sa,Alistar
Win,Ornn,Nocturne,Lulu,Xin Zhao,Morgana
Win,Twisted Fate,Xerath,Trundle,Vayne,Cho'Gath
Win,Twisted Fate,Xerath,Fiddlesticks,Jhin,Ekko
Win,Jax,Kha'Zix,Jax,Twitch,Camille
Win,Twisted Fate,Lulu,Skarner,Yasuo,Draven
Win,Twisted Fate,Kha'Zix,Lucian,Rakan,Cho'Gath
Win,Twisted Fate,Kha'Zix,Soraka,Lucian,Rek'Sai
Win,Camille,Lulu,Trundle,Morgana,Jhin
Win,Lucian,Fiora,Rakan,Vladimir,Graves
Win,Nidalee,Yasuo,Lucian,Nami,Camille
Win,Nidalee,Yasuo,Trundle,Lucian,Lulu
Win,Graves,Blitzcrank,Elise,Ashe,Soraka
Win,Graves,Zoe,Jhin,Irelia,Zilean
Win,Graves,Zoe,Evelynn,Gragas,Aatrox
Win,Tristana,Irelia,Ezreal,Janna,Vladimir
Win,Kai'Sa,Rakan,Xin Zhao,Zoe,Teemo
Win,Thresh,Evelynn,Gangplank,Ezreal,Taliyah
Win,Janna,Alistar,Ryze,Nocturne,Darius
Win,Janna,Alistar,Xayah,Janna,Kayle
Win,Xin Zhao,Ziggs,Camille,Pyke,Irelia
Win,Zac,Ryze,Irelia,Thresh,Xayah
Win,Zac,Ryze,Cho'Gath,Tahm Kench,Ezreal
Win,Ezreal,Nami,Gangplank,Irelia,Trundle
Win,Ezreal,Nami,Soraka,Ezreal,Zed
Win,Olaf,Vladimir,Soraka,Vladimir,LeBlanc
Win,Lucian,Shen,Malzahar,Braum,Xin Zhao
Win,Lucian,Shen,Fiora,Zoe,Rakan
Win,Olaf,Ezreal,Ryze,Garen,Nami
Win,Katarina,Lulu,Singed,Lee Sin,Lucian
Win,Jhin,Leona,Dr. Mundo,Pyke,Singed
Win,Jhin,Leona,Yasuo,Lucian,Karma
Win,Gangplank,Graves,Rakan,Kai'Sa,Ekko
Win,Zyra,Poppy,Jhin,Kha'Zix,Katarina
Win,Zac,Jax,Lulu,Rakan,Xayah
Win,Lucian,Olaf,Camille,Lulu,Vladimir
Win,Lucian,Olaf,Quinn,Nami,Olaf
Win,Lux,Singed,Fiora,Kai'Sa,Brand
Win,Morgana,Tristana,Ezreal,Kha'Zix,Ryze
Win,Leona,Camille,Caitlyn,Singed,Alistar
Win,Zoe,Lulu,Ezreal,Camille,Katarina
Win,Rakan,Ezreal,Xin Zhao,Aurelion Sol,Rengar
Win,Rakan,Ezreal,Gangplank,Xin Zhao,Brand
Win,Lucian,Talon,Wukong,Singed,Heimerdinger
Win,Ryze,Graves,Kalista,Nautilus,Renekton
Win,Fiora,Lulu,Kai'Sa,Trundle,Brand
Win,Xayah,Xin Zhao,Vladimir,Alistar,Cassiopeia
Win,Aurelion Sol,Fiddlesticks,Ezreal,Jax,Graves
Win,Ryze,Shaco,Karma,Irelia,Lucian
Win,Ryze,Shaco,Xin Zhao,Riven,Lulu
Win,Jax,Camille,Janna,Kog'Maw,Taliyah
Win,Camille,Vladimir,Rakan,Singed,Ezreal
Win,Renekton,Lucian,Irelia,Karma,Udyr
Win,Renekton,Lucian,LeBlanc,Urgot,Sona
Win,Talon,Ezreal,Singed,Kayn,Morgana
Win,Talon,Ezreal,Syndra,Nocturne,Sion
Win,Ashe,Blitzcrank,Ezreal,Lulu,Aatrox
Win,Renekton,Janna,Irelia,Graves,Kai'Sa
Win,Renekton,Janna,Karthus,Lucian,Alistar
Win,Rakan,Renekton,Lulu,Graves,Kog'Maw
Win,Rakan,Renekton,Vladimir,Nunu,Kai'Sa
Win,Ezreal,Lulu,Morgana,Skarner,Irelia
Win,Ezreal,Lulu,Talon,Trundle,Braum
Win,Karma,Lucian,Ezreal,Vladimir,Braum
Win,Katarina,Graves,Twisted Fate,Tristana,Irelia
Win,Udyr,Alistar,Morgana,Caitlyn,Fiora
Win,Trundle,Sion,Braum,Elise,Jhin
Win,Braum,Veigar,Renekton,Graves,Lucian
Win,Braum,Veigar,Alistar,Ornn,Xin Zhao
Win,Karma,Jhin,Sejuani,Kassadin,Alistar
Win,Gangplank,Rakan,Twisted Fate,Xin Zhao,Tristana
Win,Gangplank,Rakan,Ryze,Yasuo,Lee Sin
Win,Rakan,Jax,Lee Sin,Zoe,Xayah
Win,Ashe,Alistar,Jax,Graves,Aurelion Sol
Win,Ashe,Alistar,Jax,Kog'Maw,Lulu
Win,Nidalee,Talon,Lucian,Morgana,Nidalee
Win,Gangplank,Ryze,Aatrox,Rakan,Ezreal
Win,Ziggs,Orianna,Cassiopeia,Talon,Elise
Win,Ziggs,Orianna,Morgana,Graves,Ezreal
Win,Xin Zhao,Jhin,Corki,Darius,Tahm Kench
Win,Ezreal,Aatrox,Morgana,Nidalee,Zoe
Win,Ezreal,Aatrox,Ezreal,Ahri,Pyke
Win,Nidalee,Camille,Camille,Jhin,Nunu
Win,Mordekaiser,Alistar,Olaf,Lulu,Xin Zhao
Win,Ekko,Xayah,Ezreal,Kindred,Irelia
Win,Malzahar,Rakan,Ezreal,Morgana,Dr. Mundo
Win,LeBlanc,Vayne,Camille,Nasus,Pyke
Win,Ryze,Ezreal,Rakan,Jax,Graves
Win,Dr. Mundo,Jhin,Azir,Xin Zhao,Fiddlesticks
Win,Dr. Mundo,Jhin,Fizz,Ezreal,Dr. Mundo
Win,Kai'Sa,Lissandra,Graves,Karma,Camille
Win,Kai'Sa,Lissandra,Lee Sin,Darius,Twisted Fate
Win,Alistar,Irelia,Darius,Rumble,Xayah
Win,Orianna,Graves,Soraka,Ezreal,Camille
Win,Caitlyn,Ornn,Irelia,Kha'Zix,Morgana
Win,Caitlyn,Ornn,Kai'Sa,Skarner,Alistar
Win,Ornn,Ryze,Karma,Lee Sin,Tahm Kench
Win,Xin Zhao,LeBlanc,Jhin,Darius,Alistar
Win,Xin Zhao,LeBlanc,Xin Zhao,Ezreal,Fiddlesticks
Win,Zoe,Morgana,Nocturne,Gnar,Caitlyn
Win,Zoe,Morgana,Singed,Soraka,Irelia
Win,Kai'Sa,Udyr,Lucian,Nocturne,Camille
Win,Xayah,Camille,Rakan,Cassiopeia,Karma
Win,Xayah,Camille,Graves,Malzahar,Darius
Win,Kindred,Gnar,Irelia,Ezreal,Morgana
Win,Camille,Singed,Karma,Vladimir,Draven
Win,Camille,Singed,Zoe,Graves,Thresh
Win,Kai'Sa,Singed,Braum,Lucian,LeBlanc
Win,Veigar,Braum,Kai'Sa,Karthus,Jax
Win,Skarner,Camille,Lulu,Morgana,Kog'Maw
Win,Caitlyn,Singed,Vladimir,Nocturne,Karma
Win,Caitlyn,Singed,Nidalee,Alistar,Camille
Win,Swain,Dr. Mundo,Karma,Cho'Gath,Heimerdinger
Win,Swain,Dr. Mundo,Blitzcrank,Rek'Sai,Ezreal
Win,Shen,Quinn,Leona,Varus,Graves
Win,Trundle,LeBlanc,Cassiopeia,Darius,Caitlyn
Win,Camille,Tahm Kench,Nidalee,Irelia,Kai'Sa
Win,Zyra,Graves,Syndra,Fiddlesticks,Thresh
Win,Zyra,Graves,Ezreal,Alistar,Kassadin
Win,Alistar,Lissandra,Evelynn,Kled,Kai'Sa
Win,Alistar,Lissandra,Sejuani,Jax,Braum
Win,Ezreal,LeBlanc,Tahm Kench,LeBlanc,Kha'Zix
Win,Irelia,Ezreal,Singed,Zyra,Irelia
Win,Ezreal,Graves,Zoe,Cho'Gath,Ezreal
Win,Volibear,Jhin,Ahri,Ashe,Tryndamere
Win,Karma,Renekton,Xayah,Rakan,Lee Sin
Win,Alistar,Fiora,Fizz,Kai'Sa,Kindred
Win,Alistar,Fiora,Sivir,Fiddlesticks,Nocturne
Win,Garen,Lulu,Gangplank,Leona,Draven
Win,Xin Zhao,Lissandra,Rakan,Jax,Jhin
Win,Cassiopeia,Xin Zhao,Zoe,Darius,Nunu
Win,Pantheon,Blitzcrank,Fizz,Ezreal,Karma
Win,Pantheon,Blitzcrank,Ekko,Ezreal,Nami
Win,Evelynn,Draven,Galio,Morgana,Kennen
Win,Evelynn,Draven,Singed,Ashe,Dr. Mundo
Win,Camille,Katarina,Morgana,Jhin,Ornn
Win,Trundle,Kennen,Janna,Karthus,Twitch
Win,Trundle,Kennen,Ezreal,Vladimir,Gragas
Win,Renekton,Trundle,Alistar,Trundle,Malphite
Win,Yasuo,Zilean,Lucian,Graves,Gangplank
Win,Pyke,Zoe,Taliyah,Renekton,Lucian
Win,Pyke,Zoe,Jinx,Nidalee,Maokai
Win,Shen,Kai'Sa,Kog'Maw,Braum,Zoe
Win,Ornn,Trundle,Camille,Lulu,Nami
Win,Lulu,Evelynn,Jax,Leona,Miss Fortune
Win,Xin Zhao,Varus,Yasuo,Thresh,Fiora
Win,Xin Zhao,Varus,Janna,Dr. Mundo,Irelia
Win,Varus,Camille,Caitlyn,Braum,Xin Zhao
Win,Camille,Lucian,Xayah,Rakan,Lulu
Win,Camille,Lucian,Malzahar,Kalista,Ryze
Win,Lee Sin,Kassadin,Morgana,Ezreal,LeBlanc
Win,Lee Sin,Gnar,Maokai,Janna,Corki
Win,Alistar,Camille,Poppy,Aurelion Sol,Kai'Sa
Win,Alistar,Camille,Alistar,Yasuo,Ornn
Win,Taric,Master Yi,Kai'Sa,Blitzcrank,Irelia
Win,Taric,Master Yi,Pyke,Xin Zhao,Lulu
Win,Lucian,Darius,Karma,Vladimir,Xin Zhao
Win,Lulu,Ezreal,Skarner,Kai'Sa,Dr. Mundo
Win,Rakan,Zoe,Dr. Mundo,Miss Fortune,Camille
Win,Trundle,Fizz,Irelia,Kog'Maw,Karma
Win,Trundle,Fizz,Karma,Trundle,Ezreal
Win,Singed,Vladimir,Camille,Kai'Sa,Braum
Win,Singed,Vladimir,Lulu,Trundle,Cho'Gath
Win,Kog'Maw,Zoe,Caitlyn,Janna,Cassiopeia
Win,Nocturne,Irelia,Rakan,Poppy,Jhin
Win,Nocturne,Irelia,Cassiopeia,Lulu,Camille
Win,Nocturne,Yasuo,Soraka,Ryze,Singed
Win,Jax,Aurelion Sol,Karthus,Alistar,Ezreal
Win,Jax,Aurelion Sol,Warwick,Ezreal,Ekko
Win,Karma,Lucian,LeBlanc,Graves,Irelia
Win,Pyke,Lucian,Yasuo,Graves,Singed
Win,Pyke,Lucian,Ezreal,Camille,Ornn
Win,Janna,Irelia,Nocturne,Taliyah,Jax
Win,Ezreal,Karma,Pyke,Lux,Jhin
Win,Amumu,Blitzcrank,Irelia,Xin Zhao,Yasuo
Win,Kai'Sa,Graves,Lulu,Renekton,Alistar
Win,Kai'Sa,Graves,Vladimir,Caitlyn,LeBlanc
Win,Anivia,Nami,Darius,Jhin,Lee Sin
Win,Draven,Lulu,Graves,Bard,Darius
Win,Draven,Lulu,Camille,Morgana,Cassiopeia
Win,Dr. Mundo,Ashe,Karthus,Yasuo,Ezreal
Win,Alistar,Xin Zhao,Kalista,Irelia,Kog'Maw
Win,Rakan,Graves,Fiora,Ezreal,Irelia
Win,Taliyah,Fiddlesticks,Lulu,Nocturne,Renekton
Win,Lucian,Rakan,Fiddlesticks,Nocturne,Singed
Win,Zoe,Draven,Ezreal,Morgana,Lulu
Win,Zoe,Ezreal,Tahm Kench,Singed,Xin Zhao
Win,Zoe,Ezreal,Ryze,Singed,Morgana
Win,Yasuo,Dr. Mundo,Poppy,Annie,Braum
Win,Yasuo,Dr. Mundo,Ryze,Camille,Vayne
Win,Dr. Mundo,Zoe,Draven,Skarner,Thresh
Win,Dr. Mundo,Zoe,Tristana,Leona,Ekko
Win,Ezreal,Master Yi,Irelia,Ryze,Rakan
Win,Morgana,Singed,Skarner,Ryze,Caitlyn
Win,Morgana,Singed,Jax,Ezreal,Trundle
Win,Xayah,Kha'Zix,Trundle,Rakan,Vladimir
Win,Swain,Soraka,Sion,Ezreal,Nidalee
Win,Rumble,Xin Zhao,Draven,Nami,Zoe
Win,Ezreal,Xin Zhao,Swain,Vladimir,Alistar
Win,Ezreal,Xin Zhao,Poppy,Alistar,Xayah
Win,LeBlanc,Camille,Jax,Vayne,Braum
Win,Vladimir,Taliyah,Braum,Graves,Zoe
Win,Lucian,Talon,Aurelion Sol,Skarner,Tristana
Win,Alistar,Dr. Mundo,Kassadin,Graves,Blitzcrank
Win,Veigar,Camille,Zoe,Ezreal,Janna
Win,Alistar,Twisted Fate,Evelynn,Singed,Kai'Sa
Win,Alistar,Twisted Fate,Ryze,Rakan,Jhin
Win,Shaco,Caitlyn,Ekko,Pyke,Zed
Win,Shaco,Caitlyn,Sivir,Graves,Bard
Win,Master Yi,Kai'Sa,Irelia,Thresh,Sejuani
Win,Rek'Sai,Alistar,Zoe,Gangplank,Caitlyn
Win,Taliyah,Lissandra,Gangplank,Ezreal,Alistar
Win,Rakan,Vladimir,Karma,Xin Zhao,Xayah
Win,Ornn,Lulu,Ezreal,Xin Zhao,Karma
Win,Ornn,Lulu,Camille,Ezreal,Karma
Win,Gangplank,Graves,Lucian,Janna,Talon
Win,Gangplank,Graves,Trundle,Twisted Fate,Ezreal
Win,Braum,Graves,Caitlyn,Katarina,Morgana
Win,Rakan,Katarina,Ryze,Shaco,Xayah
Win,Rakan,Katarina,Lee Sin,Lucian,Alistar
Win,Camille,Orianna,Morgana,Rengar,Ivern
Win,Kog'Maw,Braum,Twisted Fate,Shaco,Jax
