"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","48","50","51","53","54","55","56","57","58","59","60","61","62","63","64","67","68","69","72","74","75","76","77","78","79","80","81","82","83","84","85","86","89","90","91","92","96","98","99","101","102","103","104","105","106","107","110","111","112","113","114","115","117","119","120","121","122","126","127","131","133","134","136","141","142","143","145","150","154","157","161","163","164","201","202","203","222","223","236","238","240","245","254","266","267","268","412","420","421","427","429","432","497","498","516","555"
"1",NA,1,0,0,4,0,0,3,0,0,1,3,4,0,0,4,0,1,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,5,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,0,0,3,2,1,0
"2",1,NA,9,19,3,4,35,54,8,0,0,94,57,40,7,44,0,24,0,0,2,6,2,45,73,5,46,0,0,10,11,0,0,4,0,25,0,13,65,25,72,7,65,10,2,0,34,85,13,12,13,1,4,16,2,0,5,0,3,3,12,7,37,2,0,4,1,0,17,1,2,165,0,0,0,10,2,10,13,14,3,18,15,2,0,0,5,1,27,1,0,26,8,3,1,33,3,24,9,0,6,21,7,8,0,0,5,20,0,65,10,62,18,1,15,5,24,73,37,78,0,6,49,12,4,2,13,0,10,7,10,32,5,0,0,7,8,91,69,13,1
"3",0,9,NA,0,21,1,0,6,1,0,0,29,0,7,2,12,0,9,0,0,4,3,0,17,25,1,8,4,0,0,4,0,0,0,0,4,0,0,17,12,17,0,20,4,0,10,8,31,2,2,0,2,0,5,6,1,0,0,0,10,5,2,0,9,1,1,7,0,8,1,0,55,0,0,0,5,1,7,0,0,3,5,5,1,0,0,0,27,0,0,1,12,3,0,9,15,0,4,1,0,28,8,4,0,0,1,0,0,5,0,2,22,9,15,3,0,0,62,15,23,0,1,21,0,0,0,0,0,3,3,0,8,1,1,0,1,0,24,24,6,0
"4",0,19,0,NA,25,2,0,7,5,0,0,26,2,5,3,17,0,12,0,1,1,4,3,22,29,0,20,2,1,0,3,0,0,0,0,12,0,0,21,15,24,0,16,4,0,13,3,26,1,2,0,5,1,4,4,2,0,1,1,27,3,5,0,9,0,2,10,0,3,1,2,78,0,1,1,4,2,8,0,0,2,7,9,1,1,0,0,45,0,0,3,3,4,0,1,12,0,6,1,0,21,12,4,1,0,0,0,0,3,0,5,21,5,5,5,0,0,42,21,26,1,3,21,10,0,0,1,1,6,5,0,9,2,9,1,3,4,25,30,8,3
"5",4,3,21,25,NA,7,121,226,29,0,0,225,98,65,22,86,2,52,0,0,7,26,4,103,196,13,130,0,2,30,22,0,0,8,0,88,1,31,178,64,89,6,155,5,3,1,33,169,17,14,15,1,4,43,0,0,9,0,9,0,13,19,46,0,1,6,0,0,33,0,7,418,0,0,2,34,3,35,36,44,18,64,40,0,2,0,5,0,68,3,3,21,27,4,0,43,2,131,18,0,0,57,27,28,1,2,13,38,0,134,20,173,28,0,72,12,47,174,82,158,0,8,113,35,8,8,17,0,45,13,8,76,5,0,0,10,17,188,172,44,7
"6",0,4,1,2,7,NA,8,11,0,0,1,8,6,4,1,2,0,3,0,1,1,0,0,1,21,0,0,3,0,0,0,0,0,1,1,0,0,2,1,3,0,0,4,0,0,5,1,13,3,0,1,1,0,0,2,0,1,0,0,3,0,0,3,5,0,0,7,0,0,0,0,17,0,0,0,0,0,3,1,3,0,5,1,0,0,0,0,14,4,0,0,1,1,0,0,0,0,6,1,0,5,0,1,1,0,0,2,3,1,3,2,11,0,3,2,1,1,6,2,7,0,0,2,2,0,0,1,0,0,1,3,5,0,2,0,2,0,11,8,0,1
"7",0,35,0,0,121,8,NA,45,7,1,3,99,7,37,7,49,0,30,2,1,0,10,2,51,93,1,55,16,2,0,11,2,1,0,0,40,1,0,77,25,54,0,66,3,0,45,6,83,9,12,0,11,1,16,5,7,0,0,5,92,15,5,0,23,0,4,29,1,21,3,1,228,0,2,1,17,1,15,0,0,9,29,24,1,0,2,0,98,0,1,11,16,11,0,6,25,0,16,15,0,78,31,18,1,0,1,0,0,12,0,11,73,11,14,2,1,0,151,52,98,3,5,64,18,0,7,0,0,20,10,0,55,8,30,3,5,10,107,93,31,1
"8",3,54,6,7,226,11,45,NA,23,0,5,230,0,49,18,97,0,60,3,9,2,34,7,104,189,6,90,30,2,12,9,0,3,4,5,54,0,13,194,75,88,2,160,15,2,74,28,177,13,11,11,38,3,31,18,7,1,0,8,135,30,16,26,65,0,5,59,3,29,7,8,424,1,0,1,26,7,28,9,46,7,58,35,2,2,3,2,236,23,1,6,31,16,2,17,40,0,50,16,1,191,61,33,0,0,2,5,20,29,44,13,174,21,22,0,3,18,207,115,187,11,8,129,41,9,6,0,2,22,14,3,92,7,53,8,13,17,213,194,34,4
"9",0,8,1,5,29,0,7,23,NA,0,0,1,15,4,1,0,0,2,0,0,1,2,0,6,2,0,11,0,0,3,0,0,0,2,1,4,0,2,17,0,7,0,5,0,0,8,0,17,0,1,3,4,1,7,2,0,0,0,0,11,2,1,0,6,0,1,1,0,2,1,1,50,0,0,0,2,1,0,1,5,1,3,3,0,1,0,0,15,6,0,2,1,1,1,1,4,0,10,2,0,15,3,1,2,0,0,0,4,1,14,0,9,2,0,8,2,1,18,1,13,0,1,1,5,0,0,2,0,5,1,0,0,2,6,0,1,0,0,8,4,0
