"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","48","50","51","53","54","55","56","57","58","59","60","61","62","63","64","67","68","69","72","74","75","76","77","78","79","80","81","82","83","84","85","86","89","90","91","92","96","98","99","101","102","103","104","105","106","107","110","111","112","113","114","115","117","119","120","121","122","126","127","131","133","134","136","141","142","143","145","150","154","157","161","163","164","201","202","203","222","223","236","238","240","245","254","266","267","268","412","420","421","427","429","432","497","498","516","555"
"1",NA,0,0,0,2,0,0,2,0,0,1,1,3,0,0,4,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,2,1,0
"2",0,NA,6,7,1,2,14,29,2,0,0,46,26,20,3,16,0,12,0,0,1,5,0,26,34,4,17,0,0,6,6,0,0,3,0,13,0,5,22,11,39,5,39,3,1,0,14,37,6,5,4,0,3,7,2,0,1,0,0,2,7,2,19,2,0,1,1,0,8,1,1,85,0,0,0,5,0,6,5,4,1,13,6,2,0,0,4,0,13,1,0,8,4,2,1,23,1,12,7,0,2,8,6,4,0,0,2,11,0,32,5,22,7,1,7,2,7,32,18,38,0,2,23,1,1,0,6,0,6,4,5,21,2,0,0,4,3,46,35,7,0
"3",0,6,NA,0,10,0,0,4,1,0,0,18,0,1,1,7,0,6,0,0,2,1,0,7,9,0,2,1,0,0,1,0,0,0,0,1,0,0,13,4,13,0,13,2,0,8,4,16,2,0,0,1,0,1,3,0,0,0,0,5,2,2,0,3,0,1,4,0,4,1,0,33,0,0,0,1,1,2,0,0,2,2,2,1,0,0,0,13,0,0,0,6,3,0,7,9,0,2,0,0,12,4,2,0,0,1,0,0,5,0,1,6,8,7,2,0,0,30,6,12,0,1,12,0,0,0,0,0,1,1,0,5,1,1,0,1,0,12,14,3,0
"4",0,7,0,NA,13,2,0,3,2,0,0,16,2,3,2,8,0,6,0,1,1,2,1,16,10,0,10,2,0,0,0,0,0,0,0,8,0,0,8,8,18,0,13,2,0,7,2,10,1,0,0,1,1,2,4,1,0,0,0,18,2,1,0,5,0,1,6,0,1,1,2,37,0,0,0,0,2,6,0,0,2,3,5,1,1,0,0,20,0,0,3,2,1,0,1,5,0,2,0,0,9,6,2,0,0,0,0,0,2,0,2,10,4,3,1,0,0,19,10,14,1,1,11,7,0,0,0,0,2,1,0,6,1,5,0,2,2,13,22,5,2
"5",2,1,10,13,NA,7,46,114,17,0,0,96,51,29,13,37,2,24,0,0,1,14,2,46,86,6,48,0,2,17,9,0,0,5,0,32,1,10,71,30,43,4,79,2,3,0,17,73,11,4,5,1,3,15,0,0,5,0,4,0,4,11,17,0,0,3,0,0,14,0,0,197,0,0,1,11,2,21,15,19,12,34,19,0,1,0,3,0,24,1,2,12,10,3,0,23,0,54,6,0,0,25,10,10,1,2,6,14,0,58,5,66,12,0,34,3,25,74,40,61,0,3,52,23,4,4,6,0,22,4,6,34,2,0,0,7,7,74,71,25,4
"6",0,2,0,2,7,NA,3,5,0,0,1,3,3,0,1,0,0,1,0,1,1,0,0,0,13,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,3,0,8,3,0,0,1,0,0,2,0,1,0,0,1,0,0,3,1,0,0,4,0,0,0,0,10,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,2,1,1,3,2,5,0,2,2,1,1,2,0,3,0,0,2,1,0,0,0,0,0,1,2,4,0,0,0,0,0,4,6,0,1
"7",0,14,0,0,46,3,NA,16,1,0,2,52,3,24,3,16,0,13,1,0,0,4,0,31,40,0,20,8,1,0,4,1,1,0,0,20,1,0,33,11,25,0,27,2,0,22,3,35,6,6,0,5,0,7,4,5,0,0,3,49,8,3,0,13,0,0,15,0,9,1,0,112,0,2,1,9,1,7,0,0,6,19,12,1,0,1,0,41,0,1,6,11,6,0,4,11,0,8,7,0,26,19,14,0,0,1,0,0,4,0,6,32,2,8,1,1,0,71,29,40,0,4,32,9,0,0,0,0,10,4,0,20,1,14,2,2,6,47,34,14,0
"8",2,29,4,3,114,5,16,NA,12,0,3,124,0,21,12,58,0,35,2,4,2,14,6,56,92,1,54,11,2,5,5,0,3,1,4,24,0,11,106,37,43,0,86,6,1,41,16,87,8,4,5,22,2,17,10,2,0,0,5,72,21,7,12,35,0,3,30,3,14,4,3,213,1,0,0,16,3,16,2,25,2,36,17,2,1,0,2,121,11,0,4,21,6,1,13,25,0,27,7,0,103,31,20,0,0,1,5,10,18,22,6,87,13,13,0,2,11,102,69,107,7,5,78,23,2,2,0,1,15,6,1,49,3,26,3,10,6,102,93,19,4
"9",0,2,1,2,17,0,1,12,NA,0,0,1,11,2,0,0,0,1,0,0,1,1,0,1,1,0,6,0,0,2,0,0,0,2,0,3,0,1,10,0,3,0,2,0,0,5,0,8,0,0,3,2,0,4,2,0,0,0,0,7,1,0,0,4,0,1,0,0,1,0,0,25,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,6,4,0,0,0,1,1,1,3,0,8,1,0,8,2,0,0,0,0,0,1,1,6,0,6,2,0,6,1,1,10,0,8,0,1,0,3,0,0,1,0,3,1,0,0,1,4,0,1,0,0,4,3,0
