name,champ,cs,kda,kill,death,assist,winratio,play
NekoL,Kai'Sa,CS 225.4 (9.0),3.24:1,6.8,3.7,5.2,58%,88
NekoL,Caitlyn,CS 250.3 (9.5),4.19:1,5.9,2.9,6.3,60%,83
NekoL,Xayah,CS 238.0 (9.3),3.65:1,5.5,3.1,6.0,47%,59
NekoL,Jhin,CS 231.4 (9.1),5.12:1,6.2,2.7,7.5,62%,47
NekoL,Vladimir,CS 195.8 (7.9),3.20:1,4.0,3.2,6.1,47%,45
NekoL,Varus,CS 262.7 (9.6),3.14:1,6.0,3.9,6.2,64%,42
Lehends,Singed,CS 210.5 (8.3),2.31:1,3.3,4.7,7.5,56%,183
Lehends,Shen,CS 79.4 (3.0),3.37:1,2.7,4.2,11.6,63%,113
Lehends,Soraka,CS 16.4 (0.7),2.48:1,1.5,4.9,10.6,51%,88
Lehends,Rakan,CS 16.1 (0.6),3.34:1,2.3,4.3,11.9,53%,76
Lehends,Gragas,CS 40.0 (1.7),2.79:1,3.1,4.5,9.3,56%,64
Lehends,Janna,CS 21.2 (0.8),3.78:1,2.2,4.1,13.2,58%,43
Lehends,Pyke,CS 56.0 (2.3),2.37:1,4.5,5.1,7.7,42%,38
KZGorillA,Tahm Kench,CS 52.3 (2.0),3.04:1,1.6,3.5,9.2,55%,80
KZGorillA,Morgana,CS 21.8 (0.8),3.58:1,2.1,4.0,12.3,60%,78
KZGorillA,Alistar,CS 43.4 (1.7),3.41:1,1.4,3.8,11.4,61%,74
KZGorillA,Rakan,CS 13.3 (0.5),3.65:1,1.9,4.3,13.8,65%,66
KZGorillA,Braum,CS 55.9 (2.0),3.75:1,1.4,3.6,12.0,60%,47
KZGorillA,Janna,CS 19.4 (0.7),3.54:1,1.4,3.7,11.8,60%,42
KZGorillA,Shen,CS 67.8 (2.8),3.51:1,2.2,3.3,9.5,51%,37
MarkTime,Camille,CS 170.9 (7.3),3.45:1,6.9,3.8,6.1,71%,59
MarkTime,Darius,CS 174.2 (7.8),2.20:1,5.0,4.1,4.0,63%,57
MarkTime,Irelia,CS 192.6 (8.2),2.20:1,6.5,4.7,3.9,55%,53
MarkTime,Singed,CS 192.7 (7.9),3.25:1,4.3,4.2,9.2,64%,44
MarkTime,Aatrox,CS 190.2 (8.3),2.72:1,4.4,3.4,4.9,75%,24
MarkTime,Gragas,CS 152.1 (5.9),2.32:1,2.9,4.3,7.1,38%,21
MarkTime,Kennen,CS 180.9 (7.7),2.37:1,4.5,4.2,5.4,58%,19
GenGRuler,Ezreal,CS 228.0 (8.9),2.48:1,6.0,4.9,6.0,57%,250
GenGRuler,Caitlyn,CS 243.4 (9.4),2.27:1,5.1,4.5,5.1,50%,175
GenGRuler,Kai'Sa,CS 213.4 (8.8),2.21:1,6.9,5.3,4.8,53%,127
GenGRuler,Xayah,CS 235.7 (9.3),2.82:1,6.0,4.5,6.8,61%,125
GenGRuler,Jhin,CS 217.3 (8.6),2.47:1,5.8,5.1,6.9,57%,93
GenGRuler,Varus,CS 227.3 (8.9),2.00:1,5.0,5.3,5.5,40%,50
GenGRuler,Lucian,CS 229.3 (8.7),1.94:1,6.4,6.0,5.3,40%,45
2데스미만,Quinn,CS 180.8 (7.6),2.62:1,6.7,4.7,5.7,68%,56
2데스미만,Darius,CS 194.5 (7.7),2.19:1,6.7,5.1,4.5,64%,36
2데스미만,Aatrox,CS 187.5 (7.9),2.46:1,4.4,3.9,5.2,50%,36
2데스미만,Camille,CS 160.5 (7.2),2.61:1,6.0,4.0,4.6,62%,21
2데스미만,Riven,CS 197.6 (8.1),1.49:1,4.0,4.5,2.7,43%,14
2데스미만,Gangplank,CS 179.1 (8.0),2.31:1,2.7,3.4,5.2,36%,14
2데스미만,Jax,CS 210.0 (8.6),3.30:1,7.3,3.6,4.6,85%,13
ApkTolanD,Yasuo,CS 192.2 (7.7),1.70:1,5.3,6.5,5.8,51%,98
ApkTolanD,Zoe,CS 167.6 (6.7),2.39:1,5.6,5.3,7.1,50%,98
ApkTolanD,Ryze,CS 193.4 (8.1),2.49:1,5.3,4.7,6.5,59%,85
ApkTolanD,Cassiopeia,CS 183.0 (7.5),2.11:1,5.8,5.5,5.9,60%,78
ApkTolanD,LeBlanc,CS 148.9 (6.4),3.11:1,7.1,4.2,6.0,61%,77
ApkTolanD,Ezreal,CS 200.4 (7.7),2.37:1,4.5,5.0,7.4,51%,72
ApkTolanD,Taliyah,CS 178.7 (7.6),2.63:1,6.3,4.9,6.6,56%,64
liillili,Kha'Zix,CS 127.9 (5.3),3.02:1,7.0,4.3,5.8,57%,170
liillili,Xin Zhao,CS 125.3 (5.3),2.77:1,5.5,4.5,7.1,54%,156
liillili,Olaf,CS 130.8 (5.5),3.45:1,5.4,3.6,6.9,57%,127
liillili,Graves,CS 166.7 (7.1),2.85:1,6.1,4.2,5.7,50%,121
liillili,Rek'Sai,CS 123.5 (5.3),2.97:1,5.4,3.9,6.2,53%,108
liillili,Camille,CS 132.4 (5.3),2.61:1,5.8,4.7,6.5,55%,97
liillili,Sejuani,CS 123.3 (5.2),4.17:1,3.6,3.0,8.8,57%,91
FWMMD1,Gangplank,CS 220.0 (8.5),2.92:1,3.9,3.4,6.1,63%,54
FWMMD1,Sion,CS 182.5 (7.0),4.93:1,2.8,2.4,8.9,70%,53
FWMMD1,Rumble,CS 193.4 (7.6),2.62:1,3.9,3.9,6.3,59%,51
FWMMD1,Camille,CS 184.2 (7.1),2.53:1,4.6,4.2,6.0,61%,46
FWMMD1,Swain,CS 178.7 (7.3),2.17:1,3.2,4.0,5.4,23%,26
FWMMD1,Kennen,CS 212.1 (7.9),3.88:1,5.4,3.0,6.1,68%,22
FWMMD1,Darius,CS 208.7 (7.9),2.07:1,4.9,4.1,3.5,50%,22
아이러니,Ezreal,CS 235.6 (9.1),3.95:1,6.1,3.3,7.2,66%,104
아이러니,Kai'Sa,CS 237.3 (9.2),3.07:1,7.8,4.4,5.7,44%,52
아이러니,Xayah,CS 240.1 (9.3),3.42:1,5.8,3.7,6.8,64%,45
아이러니,Tristana,CS 262.6 (9.8),3.81:1,6.6,3.2,5.5,50%,42
아이러니,Caitlyn,CS 242.0 (9.3),3.00:1,4.7,3.8,6.7,57%,37
아이러니,Jhin,CS 212.5 (8.4),2.73:1,5.2,4.6,7.4,46%,35
아이러니,Varus,CS 260.2 (9.5),2.68:1,6.4,4.3,5.1,56%,25
wyt0111,Alistar,CS 41.8 (1.7),3.42:1,1.7,3.8,11.1,50%,119
wyt0111,Rakan,CS 16.5 (0.7),3.69:1,2.0,3.7,11.5,60%,109
wyt0111,Pyke,CS 48.4 (2.0),3.78:1,4.3,3.6,9.5,54%,76
wyt0111,Morgana,CS 22.9 (0.9),3.99:1,2.2,3.6,12.0,59%,49
wyt0111,Tahm Kench,CS 59.1 (2.3),2.57:1,1.5,3.8,8.2,59%,46
wyt0111,Braum,CS 58.1 (2.2),4.15:1,1.2,2.9,10.9,54%,41
wyt0111,Thresh,CS 28.2 (1.0),3.54:1,1.4,3.8,12.0,67%,33
4seidon,Nami,CS 12.0 (0.5),3.23:1,3.0,5.0,13.1,61%,367
4seidon,Nunu,CS 142.4 (5.4),3.81:1,2.6,3.5,10.8,59%,69
4seidon,Miss Fortune,CS 187.5 (6.7),2.48:1,7.8,6.3,7.8,41%,41
4seidon,Udyr,CS 142.8 (5.4),3.24:1,6.6,4.3,7.2,70%,30
4seidon,Ezreal,CS 163.4 (6.7),2.62:1,5.3,4.5,6.6,56%,25
4seidon,Tahm Kench,CS 48.0 (1.9),2.40:1,3.2,5.0,8.8,48%,21
4seidon,Soraka,CS 11.7 (0.5),2.77:1,1.7,4.8,11.6,63%,19
탬탬탬탬탬,Ezreal,CS 188.3 (7.8),2.59:1,5.5,4.9,7.2,56%,165
탬탬탬탬탬,Yasuo,CS 191.1 (7.7),2.25:1,5.7,5.7,7.1,54%,127
탬탬탬탬탬,Kai'Sa,CS 182.9 (7.8),2.45:1,6.9,5.1,5.5,58%,83
탬탬탬탬탬,Vladimir,CS 164.3 (7.0),1.99:1,4.0,4.8,5.6,44%,81
탬탬탬탬탬,Swain,CS 155.6 (6.7),2.54:1,4.8,4.6,6.8,39%,75
탬탬탬탬탬,Jhin,CS 182.0 (7.5),2.65:1,6.0,5.1,7.5,55%,73
탬탬탬탬탬,Xayah,CS 199.0 (8.4),2.92:1,6.7,4.7,7.0,63%,71
JinAirNova,Rakan,CS 17.1 (0.6),4.24:1,1.9,3.4,12.5,69%,83
JinAirNova,Tahm Kench,CS 49.3 (1.8),3.22:1,1.8,3.8,10.5,59%,44
JinAirNova,Soraka,CS 14.0 (0.6),3.27:1,1.2,3.9,11.5,57%,42
JinAirNova,Alistar,CS 40.4 (1.5),2.68:1,1.4,4.8,11.4,47%,34
JinAirNova,Morgana,CS 22.6 (0.8),3.78:1,2.2,3.9,12.7,58%,33
JinAirNova,Braum,CS 44.3 (1.7),3.47:1,1.3,3.7,11.7,48%,27
JinAirNova,Janna,CS 14.7 (0.6),4.26:1,1.1,2.8,10.7,64%,25
노틸제발버프좀,Nautilus,CS 53.5 (2.2),4.03:1,2.3,3.3,10.9,63%,338
노틸제발버프좀,Braum,CS 52.8 (1.8),4.09:1,1.4,3.6,13.5,50%,22
노틸제발버프좀,Tahm Kench,CS 66.8 (2.3),4.19:1,2.2,3.6,12.8,58%,12
노틸제발버프좀,Taric,CS 54.1 (2.0),3.02:1,1.8,3.8,9.6,42%,12
노틸제발버프좀,Orianna,CS 188.0 (7.6),2.05:1,3.8,5.5,7.5,25%,8
노틸제발버프좀,Leona,CS 39.7 (1.8),4.26:1,2.6,4.4,16.3,71%,7
노틸제발버프좀,Xin Zhao,CS 205.0 (6.2),3.04:1,7.3,6.8,13.3,75%,4
16살원딜러,Ezreal,CS 183.3 (7.4),4.35:1,5.3,2.7,6.4,48%,155
16살원딜러,Xayah,CS 177.6 (7.4),3.87:1,5.1,2.8,5.8,54%,140
16살원딜러,Swain,CS 150.4 (6.1),4.46:1,4.8,3.1,8.9,59%,105
16살원딜러,Caitlyn,CS 178.0 (7.5),3.66:1,4.6,2.9,6.0,54%,99
16살원딜러,Irelia,CS 183.3 (7.4),3.34:1,6.1,3.8,6.5,58%,93
16살원딜러,Kai'Sa,CS 168.6 (7.3),3.34:1,6.1,3.4,5.2,48%,79
16살원딜러,Varus,CS 205.9 (7.4),3.99:1,6.0,3.3,7.4,53%,74
Wmir,Yasuo,CS 185.7 (8.0),2.61:1,5.1,3.7,4.6,64%,76
Wmir,Ryze,CS 168.3 (7.0),3.10:1,5.3,3.9,7.0,70%,69
Wmir,Morgana,CS 113.7 (4.8),3.93:1,4.0,3.5,9.9,73%,62
Wmir,Irelia,CS 188.7 (7.8),3.14:1,7.2,4.0,5.4,64%,53
Wmir,Vladimir,CS 171.0 (7.0),2.57:1,4.4,3.8,5.2,44%,25
Wmir,Zed,CS 193.0 (7.2),3.95:1,9.1,3.9,6.1,64%,22
Wmir,Ezreal,CS 201.2 (7.4),3.51:1,6.7,4.0,7.3,58%,19
CuriousPoP,Rakan,CS 13.8 (0.5),4.44:1,2.2,3.2,11.9,55%,95
CuriousPoP,Thresh,CS 25.9 (1.0),3.56:1,1.7,3.2,9.6,60%,47
CuriousPoP,Ezreal,CS 182.1 (7.8),4.04:1,3.7,2.6,6.7,65%,43
CuriousPoP,Braum,CS 50.3 (1.9),3.96:1,1.4,3.2,11.5,45%,42
CuriousPoP,Tahm Kench,CS 49.0 (1.9),2.99:1,2.3,3.8,9.0,53%,40
CuriousPoP,Alistar,CS 44.4 (1.6),3.24:1,2.3,4.4,12.1,51%,39
CuriousPoP,Pyke,CS 47.9 (2.0),4.59:1,4.2,3.1,9.9,67%,36
짬뽕짜장탕수육,Camille,CS 148.2 (5.9),3.41:1,9.5,4.9,7.4,67%,69
짬뽕짜장탕수육,Xin Zhao,CS 138.3 (5.7),3.02:1,6.9,4.6,6.9,75%,40
짬뽕짜장탕수육,Kha'Zix,CS 144.8 (5.4),3.34:1,8.6,4.3,5.6,59%,39
짬뽕짜장탕수육,Trundle,CS 132.8 (5.3),4.62:1,6.1,3.5,10.2,72%,29
짬뽕짜장탕수육,Graves,CS 179.9 (7.6),3.13:1,6.7,4.0,5.9,57%,23
짬뽕짜장탕수육,Skarner,CS 126.0 (5.2),2.46:1,3.0,4.7,8.5,40%,20
짬뽕짜장탕수육,Gragas,CS 99.3 (4.4),2.96:1,3.3,3.8,8.1,67%,18
APKCover,Ryze,CS 205.3 (8.3),2.82:1,4.8,3.9,6.4,57%,147
APKCover,Zoe,CS 162.1 (7.1),3.03:1,5.8,4.0,6.4,62%,79
APKCover,Karma,CS 162.3 (7.1),3.75:1,3.3,3.4,9.5,71%,66
APKCover,Swain,CS 192.5 (7.7),3.87:1,6.8,4.1,9.1,72%,39
APKCover,Yasuo,CS 183.4 (7.8),1.96:1,4.0,4.7,5.1,56%,27
APKCover,Irelia,CS 158.9 (6.9),2.11:1,5.4,4.9,4.9,38%,24
APKCover,Cassiopeia,CS 220.5 (7.8),2.30:1,6.1,6.0,7.7,50%,10
칭찬은항상짜릿해,Ezreal,CS 221.3 (8.7),3.65:1,5.8,3.4,6.7,60%,211
칭찬은항상짜릿해,Kai'Sa,CS 227.4 (8.8),3.11:1,6.6,3.8,5.3,51%,114
칭찬은항상짜릿해,Caitlyn,CS 250.6 (9.3),3.43:1,5.2,3.2,5.7,56%,99
칭찬은항상짜릿해,Lucian,CS 214.6 (8.5),3.22:1,6.0,3.8,6.3,57%,90
칭찬은항상짜릿해,Tristana,CS 226.8 (8.9),3.53:1,6.0,3.2,5.4,55%,82
칭찬은항상짜릿해,Varus,CS 243.5 (9.1),3.73:1,6.6,3.3,5.7,56%,57
칭찬은항상짜릿해,Kog'Maw,CS 219.1 (8.9),2.20:1,4.5,4.2,4.6,49%,57
Shtumid,Ryze,CS 222.4 (9.1),3.03:1,4.9,3.3,5.3,52%,174
Shtumid,Yasuo,CS 186.1 (8.3),2.43:1,4.4,3.8,4.8,61%,121
Shtumid,LeBlanc,CS 186.5 (7.4),3.72:1,6.8,3.4,5.7,50%,101
Shtumid,Vladimir,CS 206.9 (8.3),3.40:1,6.3,3.6,5.8,59%,85
Shtumid,Irelia,CS 195.9 (8.3),2.86:1,6.5,3.8,4.3,51%,75
Shtumid,Galio,CS 216.4 (8.6),3.65:1,3.8,3.3,8.4,58%,73
Shtumid,Fizz,CS 174.2 (7.2),2.98:1,6.6,3.8,4.8,47%,68
남동현,Rakan,CS 14.9 (0.6),3.27:1,1.9,4.5,12.7,58%,219
남동현,Alistar,CS 41.1 (1.6),2.93:1,1.7,4.6,11.7,53%,197
남동현,Pyke,CS 46.4 (1.8),3.12:1,5.1,4.7,9.6,58%,132
남동현,Morgana,CS 22.8 (0.9),3.14:1,2.5,4.8,12.6,55%,128
남동현,Tahm Kench,CS 48.6 (2.0),2.86:1,1.9,4.0,9.7,59%,104
남동현,Braum,CS 48.3 (1.8),2.57:1,1.3,4.7,10.7,36%,78
남동현,Gragas,CS 39.3 (1.5),2.27:1,2.9,5.8,10.2,58%,50
수분미네랄,Morgana,CS 19.7 (0.8),3.71:1,2.1,4.2,13.5,64%,97
수분미네랄,Caitlyn,CS 221.9 (8.7),2.44:1,4.8,4.6,6.5,63%,59
수분미네랄,Ezreal,CS 213.1 (8.1),3.06:1,5.8,4.2,7.2,54%,59
수분미네랄,Tahm Kench,CS 49.5 (2.0),2.62:1,2.0,4.4,9.5,52%,56
수분미네랄,Rakan,CS 11.6 (0.5),3.48:1,1.9,4.4,13.4,68%,50
수분미네랄,Alistar,CS 38.7 (1.5),2.71:1,1.6,4.9,11.7,57%,49
수분미네랄,Shen,CS 51.8 (2.0),3.68:1,2.8,4.3,13.2,51%,47
realgankster,Sejuani,CS 141.1 (5.4),5.13:1,3.8,2.7,9.9,56%,187
realgankster,Olaf,CS 142.3 (5.7),3.38:1,5.8,3.8,7.2,58%,126
realgankster,Skarner,CS 145.0 (5.7),4.16:1,3.0,2.7,8.1,57%,102
realgankster,Nocturne,CS 142.7 (5.9),2.78:1,6.5,4.8,6.8,58%,85
realgankster,Jax,CS 160.8 (6.3),3.33:1,5.2,3.0,4.6,59%,78
realgankster,Fiora,CS 205.9 (8.2),1.93:1,3.2,3.7,4.0,50%,72
realgankster,Braum,CS 53.1 (2.1),3.15:1,1.2,3.6,10.1,49%,51
Empty9,Zoe,CS 183.6 (7.5),2.93:1,5.8,3.9,5.6,53%,129
Empty9,LeBlanc,CS 192.8 (7.6),4.27:1,8.1,3.3,5.9,71%,79
Empty9,Ryze,CS 235.1 (8.9),2.44:1,5.4,4.5,5.7,49%,78
Empty9,Taliyah,CS 192.7 (8.0),3.00:1,5.2,4.1,7.1,64%,59
Empty9,Karma,CS 181.3 (7.3),3.32:1,2.8,3.3,8.2,52%,56
Empty9,Irelia,CS 188.4 (7.7),2.03:1,4.9,5.1,5.4,35%,43
Empty9,Camille,CS 182.8 (7.0),2.03:1,5.9,5.6,5.5,60%,40
HLEKuzan,Ryze,CS 236.6 (8.9),2.23:1,4.6,4.3,4.9,46%,117
HLEKuzan,Vladimir,CS 207.0 (8.1),2.42:1,5.1,4.2,5.1,51%,109
HLEKuzan,Azir,CS 250.8 (9.0),3.19:1,6.5,3.9,5.8,66%,71
HLEKuzan,LeBlanc,CS 174.2 (7.0),2.62:1,5.1,4.2,5.9,47%,59
HLEKuzan,Lissandra,CS 216.0 (8.6),3.38:1,4.9,3.7,7.7,66%,58
HLEKuzan,Lucian,CS 220.9 (8.5),1.89:1,5.5,5.2,4.4,52%,54
HLEKuzan,Zoe,CS 189.9 (7.5),1.99:1,4.9,5.2,5.4,46%,54
멘탈잡자으쌰으쌰,Shaco,CS 140.0 (5.6),3.29:1,5.8,3.7,6.4,61%,249
멘탈잡자으쌰으쌰,Sejuani,CS 131.4 (4.8),3.41:1,3.1,3.8,9.9,53%,161
멘탈잡자으쌰으쌰,Olaf,CS 124.7 (4.9),2.98:1,4.6,4.0,7.2,50%,127
멘탈잡자으쌰으쌰,Jarvan IV,CS 127.4 (4.7),3.09:1,3.2,4.4,10.3,54%,59
멘탈잡자으쌰으쌰,Kha'Zix,CS 119.4 (4.7),2.51:1,5.3,4.4,5.8,56%,57
멘탈잡자으쌰으쌰,Skarner,CS 106.2 (4.3),2.68:1,2.1,4.3,9.4,45%,55
멘탈잡자으쌰으쌰,Zac,CS 114.2 (4.6),3.48:1,2.7,3.2,8.5,46%,54
귤수호자만기,Gangplank,CS 222.9 (8.4),3.87:1,4.6,3.0,7.1,68%,180
귤수호자만기,Sion,CS 199.5 (7.4),3.67:1,3.0,2.8,7.3,54%,87
귤수호자만기,Ornn,CS 202.7 (7.2),2.80:1,2.8,3.5,7.0,43%,63
귤수호자만기,Urgot,CS 196.7 (7.6),2.36:1,4.3,3.6,4.2,54%,13
귤수호자만기,Aatrox,CS 233.4 (8.6),2.31:1,6.1,4.2,3.6,50%,10
귤수호자만기,Dr. Mundo,CS 174.6 (7.0),2.29:1,4.0,3.8,4.7,33%,9
귤수호자만기,Kled,CS 188.0 (6.5),2.19:1,3.3,4.6,6.7,14%,7
KTMia,Fiddlesticks,CS 25.8 (1.0),2.74:1,3.4,5.2,10.9,65%,159
KTMia,Tahm Kench,CS 46.7 (1.9),2.77:1,1.7,3.9,9.0,57%,155
KTMia,Thresh,CS 30.0 (1.2),3.59:1,2.0,4.0,12.3,60%,106
KTMia,Alistar,CS 35.7 (1.4),2.44:1,1.6,4.8,10.1,51%,103
KTMia,Braum,CS 45.2 (1.8),3.00:1,1.1,3.8,10.2,48%,75
KTMia,Rakan,CS 12.6 (0.5),2.88:1,1.5,4.2,10.6,49%,67
KTMia,Singed,CS 189.6 (7.4),2.14:1,3.7,5.6,8.3,48%,66
뉴트주니어,Tahm Kench,CS 55.0 (2.2),3.25:1,1.9,3.7,10.1,63%,86
뉴트주니어,Taric,CS 56.4 (2.2),3.90:1,1.3,3.1,10.7,56%,75
뉴트주니어,Soraka,CS 12.3 (0.5),3.93:1,1.4,3.3,11.7,68%,60
뉴트주니어,Shen,CS 73.7 (2.8),3.68:1,2.7,4.0,12.0,57%,53
뉴트주니어,Vladimir,CS 229.6 (8.2),2.42:1,4.3,4.0,5.4,49%,53
뉴트주니어,Rakan,CS 12.0 (0.5),3.84:1,1.7,3.4,11.3,55%,51
뉴트주니어,Alistar,CS 45.1 (1.8),3.08:1,1.9,3.8,9.7,51%,39
뮤므리투슈,Zoe,CS 177.4 (7.0),2.83:1,7.0,4.9,6.9,53%,189
뮤므리투슈,Ryze,CS 210.3 (8.6),2.84:1,5.2,4.0,6.0,51%,164
뮤므리투슈,Taliyah,CS 197.2 (8.0),3.00:1,6.1,4.5,7.4,58%,127
뮤므리투슈,Irelia,CS 198.9 (8.1),2.10:1,6.4,5.3,4.7,46%,127
뮤므리투슈,Vladimir,CS 200.2 (8.2),2.49:1,4.8,4.0,5.2,51%,92
뮤므리투슈,LeBlanc,CS 166.5 (6.6),2.88:1,6.5,4.6,6.7,55%,83
뮤므리투슈,Galio,CS 181.8 (7.6),2.91:1,3.8,3.8,7.3,43%,63
18501159717,Camille,CS 174.6 (7.1),2.89:1,6.7,4.4,6.0,63%,60
18501159717,Ryze,CS 186.7 (7.6),2.31:1,5.1,4.8,6.0,58%,40
18501159717,Jayce,CS 183.3 (7.6),2.67:1,5.8,4.5,6.1,76%,37
18501159717,Gangplank,CS 202.1 (8.0),2.71:1,5.0,4.1,6.0,56%,27
18501159717,Vladimir,CS 183.8 (7.9),2.60:1,4.3,3.3,4.4,52%,25
18501159717,Ornn,CS 160.5 (6.6),2.73:1,3.5,4.1,7.6,59%,22
18501159717,Jax,CS 195.9 (7.7),2.80:1,6.1,3.8,4.4,65%,17
handcIap,Jax,CS 170.7 (6.5),2.76:1,4.4,3.8,6.0,56%,72
handcIap,Skarner,CS 142.5 (5.5),3.46:1,3.1,3.8,10.1,63%,64
handcIap,Xin Zhao,CS 137.7 (5.6),2.67:1,5.6,4.6,6.6,53%,59
handcIap,Zac,CS 130.8 (5.7),3.50:1,3.1,3.1,7.6,37%,43
handcIap,Graves,CS 164.8 (6.4),3.57:1,5.5,3.7,7.6,69%,42
handcIap,Kha'Zix,CS 140.1 (5.4),3.52:1,7.5,3.9,6.2,63%,41
handcIap,Olaf,CS 143.8 (5.9),3.79:1,7.1,3.9,7.6,61%,41
카페베네설탕도둑,Yasuo,CS 208.5 (8.5),2.56:1,6.1,4.3,4.9,60%,280
카페베네설탕도둑,Vladimir,CS 222.0 (8.0),3.26:1,5.8,3.7,6.3,46%,41
카페베네설탕도둑,Jhin,CS 208.4 (7.8),3.54:1,4.8,4.0,9.2,52%,23
카페베네설탕도둑,Fiora,CS 191.3 (7.7),1.98:1,4.0,3.8,3.5,43%,23
카페베네설탕도둑,Lulu,CS 142.9 (5.7),4.65:1,3.6,3.0,10.4,63%,16
카페베네설탕도둑,Gnar,CS 213.5 (7.9),3.35:1,3.8,3.3,7.3,77%,13
카페베네설탕도둑,Camille,CS 190.1 (7.4),2.30:1,4.6,4.2,5.0,42%,12
thgink9,Irelia,CS 202.8 (8.4),2.49:1,9.5,5.9,5.1,64%,184
thgink9,Zoe,CS 180.1 (7.4),2.87:1,8.7,5.4,6.7,66%,135
thgink9,LeBlanc,CS 178.1 (7.3),3.49:1,8.8,4.2,5.9,62%,86
thgink9,Ryze,CS 198.5 (8.4),2.23:1,6.2,5.3,5.7,67%,48
thgink9,Talon,CS 207.1 (9.1),2.70:1,10.0,5.4,4.5,67%,42
thgink9,Taliyah,CS 156.8 (6.2),2.73:1,8.5,6.4,8.9,61%,41
thgink9,Cassiopeia,CS 192.4 (8.3),2.75:1,6.1,4.8,7.2,61%,28
DragonSky,Camille,CS 182.3 (7.1),2.24:1,5.8,4.9,5.1,59%,219
DragonSky,Gnar,CS 196.6 (7.6),2.19:1,4.2,4.3,5.2,55%,130
DragonSky,Vladimir,CS 217.6 (7.9),2.18:1,5.1,4.8,5.3,57%,100
DragonSky,Darius,CS 180.8 (7.2),1.95:1,6.3,5.5,4.4,53%,88
DragonSky,Gangplank,CS 219.7 (8.2),2.11:1,3.9,4.8,6.1,44%,77
DragonSky,Aatrox,CS 181.2 (7.6),1.59:1,3.8,5.3,4.6,49%,70
DragonSky,Sion,CS 184.8 (7.2),3.26:1,3.5,3.2,6.9,59%,61
유노유키,Ezreal,CS 230.5 (9.0),3.63:1,7.3,3.9,7.1,64%,78
유노유키,Kai'Sa,CS 202.8 (9.1),4.83:1,9.7,3.2,5.7,76%,63
유노유키,Xayah,CS 237.2 (9.4),4.21:1,8.0,3.7,7.4,67%,49
유노유키,Caitlyn,CS 238.5 (9.2),4.17:1,7.2,3.3,6.3,55%,40
유노유키,Jhin,CS 228.5 (8.8),4.49:1,7.8,3.3,7.2,60%,25
유노유키,Varus,CS 215.6 (9.1),3.94:1,6.6,3.3,6.3,79%,19
유노유키,Kog'Maw,CS 247.5 (9.2),3.43:1,7.1,3.9,6.4,54%,13
WNSNiGHT,Yasuo,CS 194.8 (8.4),2.62:1,5.1,4.0,5.3,62%,45
WNSNiGHT,Swain,CS 198.3 (8.1),3.57:1,5.1,3.3,6.5,59%,37
WNSNiGHT,Ryze,CS 212.6 (9.2),4.06:1,5.0,2.5,5.1,69%,29
WNSNiGHT,Irelia,CS 212.7 (8.4),2.17:1,5.7,4.2,3.4,45%,22
WNSNiGHT,Cassiopeia,CS 225.7 (9.1),5.44:1,6.6,2.4,6.5,67%,15
WNSNiGHT,Zoe,CS 189.9 (7.7),3.04:1,6.5,3.9,5.2,50%,14
WNSNiGHT,Vladimir,CS 159.4 (7.9),2.18:1,2.7,2.8,3.4,43%,14
산육살육,Gnar,CS 189.4 (7.6),2.42:1,3.1,3.3,4.9,47%,310
산육살육,Dr. Mundo,CS 167.4 (7.1),2.92:1,3.5,3.1,5.6,53%,167
산육살육,Jayce,CS 184.2 (7.5),2.90:1,5.5,4.0,6.0,60%,144
산육살육,Swain,CS 176.5 (6.8),3.32:1,5.1,4.0,8.2,60%,141
산육살육,Vladimir,CS 192.4 (7.7),2.62:1,3.9,3.6,5.4,50%,137
산육살육,Ornn,CS 162.3 (6.7),3.42:1,2.6,3.0,7.5,51%,134
산육살육,Brand,CS 42.3 (1.6),2.66:1,4.2,4.8,8.6,58%,103
BeterThanNothing,Camille,CS 130.0 (5.4),2.51:1,7.0,5.5,6.7,60%,97
BeterThanNothing,Graves,CS 153.9 (6.8),3.00:1,7.3,4.9,7.5,66%,87
BeterThanNothing,Nidalee,CS 144.4 (6.1),2.59:1,7.0,5.1,6.1,57%,67
BeterThanNothing,Xin Zhao,CS 138.1 (5.7),2.75:1,6.7,5.3,7.9,63%,57
BeterThanNothing,Yasuo,CS 162.8 (7.5),1.20:1,4.4,6.9,4.0,33%,42
BeterThanNothing,Lee Sin,CS 123.2 (5.0),3.42:1,6.7,4.6,9.0,55%,38
BeterThanNothing,Irelia,CS 162.2 (7.5),1.52:1,6.3,6.6,3.7,51%,35
킹존물만두,Irelia,CS 203.2 (8.0),2.23:1,7.6,5.7,5.0,57%,70
킹존물만두,Yasuo,CS 191.6 (7.6),1.84:1,6.4,6.4,5.4,41%,70
킹존물만두,Zoe,CS 184.7 (7.2),3.48:1,8.3,4.7,8.0,75%,65
킹존물만두,LeBlanc,CS 173.4 (6.7),3.33:1,8.7,4.5,6.4,65%,31
킹존물만두,Sion,CS 153.8 (5.9),2.70:1,3.3,4.7,9.3,65%,26
킹존물만두,Vladimir,CS 195.7 (7.5),2.80:1,7.2,4.8,6.2,65%,23
킹존물만두,Swain,CS 206.5 (7.8),2.41:1,5.3,5.0,6.7,50%,20
