name,champ,cs,kda,kill,death,assist,winratio,play
liangjintu,Skarner,CS 121.0 (5.1),4.84:1,2.9,2.3,8.3,54%,61
liangjintu,Xin Zhao,CS 125.0 (5.1),3.06:1,5.1,4.0,7.1,55%,51
liangjintu,Camille,CS 110.5 (4.7),3.14:1,5.4,3.8,6.4,59%,46
liangjintu,Taliyah,CS 134.4 (5.6),3.00:1,5.7,4.5,7.7,44%,36
botonlydie,Singed,CS 183.6 (7.8),2.58:1,3.5,4.2,7.4,59%,232
botonlydie,Camille,CS 163.0 (6.8),2.21:1,5.0,4.5,4.9,56%,211
botonlydie,Gangplank,CS 205.6 (8.0),2.41:1,4.8,4.4,5.8,50%,137
botonlydie,Swain,CS 176.9 (7.2),2.57:1,4.1,4.2,6.6,52%,131
botonlydie,Jayce,CS 178.7 (7.7),2.05:1,3.8,4.6,5.5,57%,98
botonlydie,Ornn,CS 152.1 (6.2),2.91:1,2.4,3.5,7.9,51%,67
botonlydie,Jax,CS 159.7 (7.0),1.71:1,3.3,3.9,3.4,45%,66
이야공,Diana,CS 202.9 (8.0),2.82:1,6.2,4.4,6.3,56%,359
이야공,Ryze,CS 197.7 (8.7),1.78:1,2.2,3.2,3.5,31%,13
이야공,Camille,CS 170.4 (6.6),1.54:1,3.5,5.1,4.4,50%,8
이야공,Xayah,CS 191.1 (7.6),1.51:1,2.4,5.1,5.4,38%,8
이야공,Taliyah,CS 239.4 (8.4),2.08:1,4.4,5.0,6.0,20%,5
이야공,Rakan,CS 17.3 (0.6),2.50:1,2.5,7.0,15.0,50%,4
이야공,Ahri,CS 125.5 (7.1),2.09:1,2.8,2.8,3.0,50%,4
Meeoow,Kai'Sa,CS 187.7 (8.5),4.57:1,8.2,2.9,5.1,79%,24
Meeoow,Ezreal,CS 196.2 (8.4),4.34:1,8.1,3.7,8.0,77%,22
Meeoow,Irelia,CS 215.5 (8.0),2.53:1,6.4,5.3,7.1,45%,22
Meeoow,Xayah,CS 217.8 (8.9),3.59:1,7.7,3.8,5.8,71%,21
Meeoow,Lucian,CS 203.9 (8.6),3.38:1,7.2,4.0,6.4,59%,17
Meeoow,Singed,CS 158.2 (7.3),1.18:1,1.6,6.8,6.4,85%,13
Meeoow,Varus,CS 184.0 (7.5),3.55:1,4.3,3.5,8.1,92%,12
귀여운태우,Rek'Sai,CS 145.0 (6.0),2.74:1,6.7,4.7,6.0,59%,372
귀여운태우,Ekko,CS 184.4 (7.7),1.88:1,6.3,5.6,4.2,56%,181
귀여운태우,Jax,CS 191.0 (7.6),1.85:1,5.9,5.4,4.2,60%,172
귀여운태우,Graves,CS 164.5 (7.2),2.09:1,5.0,5.3,6.0,55%,87
귀여운태우,Lee Sin,CS 136.8 (5.8),1.96:1,6.2,6.3,6.1,38%,60
귀여운태우,Sion,CS 171.6 (6.7),1.98:1,3.0,4.9,6.6,57%,53
귀여운태우,Ornn,CS 148.5 (6.3),1.67:1,2.2,4.7,5.7,50%,46
PAKAfans,Ezreal,CS 203.6 (8.2),3.54:1,4.4,3.0,6.3,53%,249
PAKAfans,Vladimir,CS 182.1 (7.6),2.78:1,4.4,3.6,5.6,52%,143
PAKAfans,Xayah,CS 210.1 (8.5),2.62:1,3.5,3.5,5.6,48%,99
PAKAfans,Kai'Sa,CS 190.9 (8.1),3.06:1,5.6,3.6,5.6,63%,96
PAKAfans,Yasuo,CS 170.7 (7.5),2.38:1,4.4,4.3,5.8,58%,69
PAKAfans,Viktor,CS 225.5 (8.7),3.60:1,4.1,2.8,5.9,57%,69
PAKAfans,Swain,CS 147.5 (6.6),3.30:1,4.1,3.7,8.0,59%,64
GenGAmbition,Camille,CS 135.6 (5.6),1.84:1,5.0,5.6,5.3,44%,135
GenGAmbition,Sejuani,CS 151.6 (5.9),4.37:1,4.1,3.0,9.2,62%,131
GenGAmbition,Skarner,CS 144.3 (5.8),3.41:1,3.5,3.5,8.4,65%,100
GenGAmbition,Ezreal,CS 208.5 (8.2),2.20:1,3.9,4.8,6.6,51%,98
GenGAmbition,Taliyah,CS 160.9 (6.6),2.91:1,6.1,4.8,7.8,61%,90
GenGAmbition,Kha'Zix,CS 142.6 (5.5),2.24:1,6.0,4.8,4.9,46%,85
GenGAmbition,Graves,CS 157.8 (6.9),2.74:1,5.4,4.4,6.6,54%,79
zaodianxiaban,Alistar,CS 42.8 (1.8),3.36:1,1.8,3.7,10.5,60%,220
zaodianxiaban,Morgana,CS 21.6 (0.9),3.23:1,1.6,4.0,11.3,59%,86
zaodianxiaban,Karma,CS 37.9 (1.5),2.69:1,2.0,4.4,9.7,56%,77
zaodianxiaban,Pyke,CS 53.1 (2.2),2.75:1,4.2,4.7,8.8,48%,75
zaodianxiaban,Rakan,CS 14.3 (0.6),3.00:1,1.6,4.2,11.1,64%,72
zaodianxiaban,Shen,CS 68.0 (2.9),3.73:1,2.2,3.3,9.9,51%,71
zaodianxiaban,Tahm Kench,CS 50.3 (2.1),2.25:1,1.7,4.1,7.6,39%,56
AfreecaGankZero,Ezreal,CS 230.8 (8.5),3.15:1,5.4,4.1,7.5,54%,142
AfreecaGankZero,Varus,CS 229.8 (8.9),2.63:1,5.2,4.3,6.1,53%,99
AfreecaGankZero,Jinx,CS 241.8 (9.6),3.30:1,6.3,3.8,6.2,59%,90
AfreecaGankZero,Caitlyn,CS 244.8 (9.4),3.01:1,4.9,3.6,5.8,51%,69
AfreecaGankZero,Lucian,CS 196.1 (8.0),2.53:1,5.2,4.6,6.4,62%,42
AfreecaGankZero,Sivir,CS 274.2 (9.8),3.55:1,5.5,3.8,8.1,58%,31
AfreecaGankZero,Corki,CS 233.9 (9.0),2.83:1,5.7,4.2,6.2,56%,18
지저동수달,Pyke,CS 59.7 (2.3),3.36:1,5.9,4.6,9.7,65%,132
지저동수달,Thresh,CS 17.0 (0.7),2.82:1,1.9,5.2,12.7,65%,20
지저동수달,Lulu,CS 46.2 (1.8),3.80:1,3.8,4.3,12.4,74%,19
지저동수달,Rakan,CS 24.3 (0.9),3.60:1,2.1,4.9,15.6,61%,18
지저동수달,Camille,CS 181.8 (6.4),2.27:1,7.4,6.3,6.9,69%,13
지저동수달,Annie,CS 42.4 (1.5),2.17:1,3.9,6.0,9.1,60%,10
지저동수달,Tahm Kench,CS 43.5 (1.9),1.94:1,2.0,6.0,9.6,88%,8
zhongdanjayce,Jayce,CS 193.4 (7.8),3.89:1,6.8,3.1,5.4,65%,443
zhongdanjayce,Evelynn,CS 129.1 (4.9),4.59:1,6.6,3.1,7.6,69%,39
zhongdanjayce,Twisted Fate,CS 229.1 (8.3),3.83:1,3.5,2.6,6.5,55%,33
zhongdanjayce,Ekko,CS 239.8 (8.3),3.13:1,6.4,3.5,4.7,53%,15
zhongdanjayce,Ezreal,CS 247.6 (8.4),3.46:1,6.2,3.7,6.6,43%,14
zhongdanjayce,Swain,CS 170.8 (6.7),4.17:1,5.5,3.2,8.0,38%,13
zhongdanjayce,Taliyah,CS 206.7 (8.2),3.15:1,4.3,2.9,4.8,22%,9
muldamulda,Quinn,CS 171.7 (6.7),2.66:1,5.8,4.5,6.2,56%,386
muldamulda,Soraka,CS 16.7 (0.6),3.01:1,2.1,4.5,11.4,54%,50
muldamulda,Xin Zhao,CS 170.1 (6.1),2.36:1,7.2,5.6,6.0,59%,22
muldamulda,Nautilus,CS 181.3 (6.6),2.18:1,3.5,5.7,8.8,67%,6
muldamulda,Heimerdinger,CS 190.5 (6.1),2.07:1,6.0,6.8,8.2,67%,6
muldamulda,Sejuani,CS 87.3 (3.9),3.58:1,2.5,3.0,8.3,25%,4
muldamulda,Janna,CS 15.8 (0.8),2.89:1,0.8,2.3,5.8,25%,4
kiana,Swain,CS 181.6 (7.1),2.72:1,5.0,4.4,6.9,49%,63
kiana,Twisted Fate,CS 194.1 (7.8),3.52:1,4.6,3.2,6.6,57%,60
kiana,Zoe,CS 161.9 (6.8),2.99:1,6.4,4.2,6.1,60%,58
kiana,Aurelion Sol,CS 171.9 (7.2),3.05:1,4.7,3.8,6.8,57%,53
kiana,Ryze,CS 208.3 (8.4),2.61:1,5.5,4.0,4.9,42%,48
kiana,Viktor,CS 220.4 (8.0),3.03:1,5.8,4.1,6.6,50%,42
kiana,Graves,CS 153.3 (5.9),2.66:1,6.0,4.7,6.5,55%,40
TShencool,Fiora,CS 176.2 (7.9),3.21:1,10.9,4.5,3.7,77%,206
TShencool,Camille,CS 171.2 (7.4),3.34:1,12.2,5.2,5.0,77%,44
TShencool,Jax,CS 169.5 (7.5),2.33:1,7.8,4.6,2.8,74%,35
TShencool,Ezreal,CS 137.8 (7.0),2.00:1,3.6,4.0,4.4,40%,5
TShencool,Irelia,CS 180.0 (7.9),2.59:1,10.7,5.7,4.0,67%,3
TShencool,Kennen,CS 106.7 (5.3),0.71:1,2.0,5.7,2.0,0%,3
TShencool,Gnar,CS 191.5 (7.5),2.89:1,7.0,4.5,6.0,50%,2
KDMX,Rakan,CS 14.0 (0.6),4.33:1,2.1,3.3,12.1,65%,40
KDMX,Alistar,CS 34.8 (1.4),4.05:1,1.8,3.5,12.4,57%,37
KDMX,Shen,CS 52.3 (2.1),3.95:1,2.3,3.9,13.0,60%,35
KDMX,Gragas,CS 23.4 (1.0),3.08:1,3.0,4.5,11.0,54%,26
KDMX,Tahm Kench,CS 46.0 (1.8),3.66:1,1.7,3.3,10.2,75%,20
KDMX,Pyke,CS 40.3 (1.7),3.27:1,4.4,4.3,9.6,67%,18
KDMX,Soraka,CS 15.0 (0.6),3.39:1,1.4,3.6,10.8,41%,17
zlpgj,Xin Zhao,CS 137.6 (5.9),2.79:1,5.9,4.5,6.6,62%,163
zlpgj,Graves,CS 159.2 (6.7),2.94:1,5.2,4.0,6.6,51%,127
zlpgj,Kha'Zix,CS 133.5 (5.3),3.19:1,7.0,3.9,5.5,50%,117
zlpgj,Kindred,CS 151.1 (6.0),2.54:1,6.3,5.3,7.2,49%,114
zlpgj,Nidalee,CS 154.9 (6.4),3.38:1,5.3,3.5,6.5,51%,97
zlpgj,Nocturne,CS 145.1 (6.0),2.47:1,6.8,5.2,6.0,48%,93
zlpgj,Trundle,CS 117.5 (5.0),3.34:1,3.6,3.6,8.4,53%,83
끼부니넘모조아연,Ezreal,CS 226.3 (8.8),3.59:1,4.6,3.0,6.0,52%,113
끼부니넘모조아연,Caitlyn,CS 242.4 (9.3),3.69:1,5.2,2.9,5.6,55%,83
끼부니넘모조아연,Kai'Sa,CS 212.9 (8.6),3.48:1,7.4,3.7,5.4,59%,81
끼부니넘모조아연,Varus,CS 225.9 (9.0),3.10:1,5.0,3.3,5.1,50%,48
끼부니넘모조아연,Xayah,CS 222.2 (9.1),3.20:1,5.0,3.2,5.4,56%,45
끼부니넘모조아연,Shen,CS 160.9 (6.1),3.36:1,2.8,3.8,9.8,64%,36
끼부니넘모조아연,Jhin,CS 230.8 (8.4),3.43:1,5.4,3.4,6.4,44%,34
아름다운산청,Sejuani,CS 136.5 (5.6),4.79:1,3.7,2.6,8.9,61%,76
아름다운산청,Camille,CS 121.3 (5.1),2.38:1,5.0,4.5,5.7,49%,74
아름다운산청,Nidalee,CS 150.0 (6.5),3.23:1,6.3,3.7,5.8,52%,66
아름다운산청,Graves,CS 158.5 (6.6),2.88:1,5.5,4.0,6.1,49%,57
아름다운산청,Nocturne,CS 153.5 (6.2),2.55:1,6.3,4.7,5.8,42%,53
아름다운산청,Kha'Zix,CS 128.8 (5.3),3.27:1,6.7,3.6,5.1,54%,52
아름다운산청,Kindred,CS 154.1 (6.3),2.86:1,5.4,4.3,6.9,53%,47
Mni,Tahm Kench,CS 50.3 (2.0),2.72:1,1.6,4.2,9.8,60%,174
Mni,Morgana,CS 13.9 (0.6),2.92:1,1.8,4.3,10.6,51%,145
Mni,Shen,CS 64.1 (2.6),2.89:1,1.9,4.2,10.4,48%,138
Mni,Rakan,CS 13.5 (0.6),3.55:1,1.6,4.0,12.6,62%,129
Mni,Alistar,CS 43.6 (1.8),2.93:1,1.5,4.2,10.8,51%,128
Mni,Braum,CS 54.1 (2.0),3.09:1,1.0,3.8,10.8,44%,117
Mni,Fiddlesticks,CS 19.0 (0.8),2.62:1,2.9,5.0,10.2,61%,90
koreanJuG,Kha'Zix,CS 131.5 (5.0),2.69:1,8.9,5.6,6.3,57%,189
koreanJuG,Xin Zhao,CS 136.7 (5.5),2.29:1,6.5,5.9,7.0,54%,137
koreanJuG,Rengar,CS 163.6 (6.4),2.71:1,7.7,4.8,5.2,64%,92
koreanJuG,Nidalee,CS 140.4 (5.9),2.71:1,7.5,5.1,6.3,60%,86
koreanJuG,Olaf,CS 134.3 (5.5),2.89:1,6.6,4.9,7.5,57%,84
koreanJuG,Sejuani,CS 123.3 (5.0),3.00:1,4.1,4.3,8.6,46%,72
koreanJuG,Camille,CS 122.6 (5.0),2.15:1,7.5,6.8,7.1,45%,67
gxlmgnr,Camille,CS 132.5 (5.5),3.02:1,6.1,4.3,6.9,58%,100
gxlmgnr,Lee Sin,CS 128.6 (5.2),3.47:1,6.6,4.1,7.6,60%,82
gxlmgnr,Trundle,CS 144.7 (5.6),3.45:1,4.9,4.0,8.9,54%,63
gxlmgnr,Jax,CS 166.1 (6.4),2.43:1,5.6,4.7,5.9,55%,55
gxlmgnr,Graves,CS 171.4 (7.0),3.52:1,6.3,3.4,5.8,61%,38
gxlmgnr,Xin Zhao,CS 135.8 (5.7),2.85:1,6.9,4.6,6.1,61%,38
gxlmgnr,Taliyah,CS 187.8 (6.7),2.86:1,5.4,4.9,8.7,57%,37
LaLunetear,Vladimir,CS 219.4 (8.3),3.65:1,6.9,4.0,7.8,69%,26
LaLunetear,Ryze,CS 226.4 (9.4),3.82:1,7.9,3.8,6.5,79%,24
LaLunetear,Taliyah,CS 265.9 (9.8),4.81:1,11.3,3.7,6.3,70%,20
LaLunetear,LeBlanc,CS 175.2 (7.5),5.36:1,7.7,2.4,5.4,83%,18
LaLunetear,Ezreal,CS 219.8 (8.3),3.99:1,8.8,4.0,7.2,67%,18
LaLunetear,Lucian,CS 225.4 (9.3),2.78:1,7.6,4.6,5.1,79%,14
LaLunetear,Kai'Sa,CS 248.8 (8.9),2.34:1,6.3,5.4,6.4,58%,12
HLEMightybear,Olaf,CS 155.6 (5.8),3.90:1,6.3,3.8,8.3,57%,141
HLEMightybear,Camille,CS 141.1 (5.7),2.73:1,6.1,4.5,6.3,51%,136
HLEMightybear,Zac,CS 134.1 (5.3),6.05:1,4.0,2.4,10.4,66%,126
HLEMightybear,Ezreal,CS 211.6 (8.3),2.86:1,4.2,3.8,6.7,53%,77
HLEMightybear,Graves,CS 166.0 (6.7),3.28:1,5.7,3.5,6.0,46%,70
HLEMightybear,Sejuani,CS 145.0 (5.5),4.43:1,3.5,3.0,9.6,53%,68
HLEMightybear,Skarner,CS 139.2 (5.5),3.97:1,2.8,2.8,8.5,50%,68
FLORNGPINAS,Jax,CS 158.3 (6.6),3.42:1,6.4,3.3,4.8,69%,134
FLORNGPINAS,Poppy,CS 140.3 (5.8),3.09:1,4.0,3.5,6.9,66%,104
FLORNGPINAS,Urgot,CS 152.1 (6.5),2.48:1,4.6,3.7,4.6,53%,87
FLORNGPINAS,Irelia,CS 198.3 (7.0),2.84:1,8.4,5.5,7.3,51%,41
FLORNGPINAS,Darius,CS 179.7 (7.0),2.36:1,6.1,4.2,3.8,55%,38
FLORNGPINAS,Singed,CS 160.2 (6.8),2.63:1,3.5,3.8,6.6,52%,31
FLORNGPINAS,Nunu,CS 84.7 (3.9),1.83:1,1.7,5.5,8.3,35%,23
ArgentosicurO,Taliyah,CS 147.9 (6.5),3.11:1,6.6,4.4,7.2,61%,94
ArgentosicurO,Camille,CS 145.0 (6.0),2.83:1,7.7,4.6,5.3,52%,67
ArgentosicurO,Rengar,CS 167.9 (6.7),2.96:1,9.2,5.0,5.6,68%,59
ArgentosicurO,Kindred,CS 148.5 (6.0),2.46:1,6.0,5.5,7.6,60%,40
ArgentosicurO,Xin Zhao,CS 132.2 (5.6),3.34:1,7.9,4.5,7.1,65%,37
ArgentosicurO,Graves,CS 174.2 (7.3),3.06:1,8.2,4.8,6.5,62%,37
ArgentosicurO,Nidalee,CS 160.0 (6.6),3.42:1,7.7,3.8,5.4,50%,26
shirushi,Camille,CS 145.5 (5.7),3.36:1,9.2,4.4,5.5,63%,171
shirushi,Olaf,CS 158.5 (6.1),3.92:1,7.0,3.4,6.5,59%,129
shirushi,Jax,CS 174.1 (6.4),2.36:1,6.6,4.8,4.7,46%,68
shirushi,Graves,CS 172.0 (6.7),2.88:1,6.7,4.4,5.9,49%,65
shirushi,Kha'Zix,CS 143.3 (5.3),3.50:1,9.2,4.1,5.0,52%,60
shirushi,Evelynn,CS 126.4 (4.9),3.16:1,9.4,4.6,5.3,51%,45
shirushi,Zac,CS 132.1 (5.0),5.35:1,4.7,2.9,10.8,69%,39
douyu5294941,Warwick,CS 159.3 (6.7),2.67:1,5.9,4.5,6.1,64%,208
douyu5294941,Jax,CS 168.9 (7.0),1.93:1,4.2,4.4,4.3,60%,10
douyu5294941,Soraka,CS 11.0 (0.7),0.67:1,1.0,3.0,1.0,0%,1
BeYourse1f,Galio,CS 191.0 (7.6),4.56:1,6.3,3.0,7.4,62%,376
BeYourse1f,LeBlanc,CS 170.5 (6.8),3.40:1,5.5,3.1,5.0,45%,153
BeYourse1f,Vladimir,CS 188.0 (7.6),2.52:1,4.2,3.3,4.2,34%,53
BeYourse1f,Fizz,CS 172.4 (7.3),3.77:1,6.5,2.7,3.7,59%,49
BeYourse1f,Swain,CS 175.8 (7.2),3.01:1,4.4,3.5,6.0,45%,33
BeYourse1f,Zoe,CS 179.2 (7.0),2.90:1,4.5,3.7,6.3,36%,33
BeYourse1f,Sion,CS 166.9 (7.3),1.73:1,1.3,3.2,4.2,35%,20
yemengxiyue,LeBlanc,CS 174.9 (6.5),4.25:1,7.4,3.3,6.6,66%,47
yemengxiyue,Zed,CS 213.5 (7.8),4.84:1,9.5,3.1,5.3,68%,40
yemengxiyue,Vladimir,CS 221.9 (8.6),3.45:1,7.1,3.6,5.4,66%,38
yemengxiyue,Ekko,CS 200.2 (8.1),3.40:1,7.0,3.4,4.6,59%,37
yemengxiyue,Fizz,CS 172.1 (6.8),3.23:1,7.0,3.6,4.7,67%,27
yemengxiyue,Jayce,CS 229.4 (8.1),3.22:1,6.8,4.3,7.2,67%,24
yemengxiyue,Karma,CS 103.2 (4.1),4.50:1,2.7,3.4,12.5,54%,13
Kurifans,Ezreal,CS 215.2 (8.5),2.96:1,4.6,3.9,7.0,53%,165
Kurifans,Xayah,CS 219.8 (8.8),2.61:1,4.7,4.0,5.8,49%,125
Kurifans,Varus,CS 227.9 (8.8),3.01:1,5.1,3.7,6.1,56%,102
Kurifans,Caitlyn,CS 230.5 (8.8),2.61:1,5.0,4.3,6.3,54%,89
Kurifans,Kai'Sa,CS 220.9 (8.7),2.73:1,6.3,4.5,6.0,51%,71
Kurifans,Swain,CS 171.3 (7.2),3.41:1,4.5,3.8,8.4,59%,66
Kurifans,Tristana,CS 227.9 (8.8),3.19:1,5.7,3.6,5.8,51%,55
뽀허니,Ezreal,CS 200.1 (8.2),3.54:1,6.2,3.5,6.4,59%,96
뽀허니,Xayah,CS 203.5 (8.5),3.06:1,5.2,3.9,6.7,57%,75
뽀허니,Caitlyn,CS 209.3 (8.4),2.64:1,5.0,4.1,5.9,52%,58
뽀허니,Kai'Sa,CS 190.3 (8.1),3.15:1,7.8,4.1,5.0,65%,46
뽀허니,Varus,CS 201.8 (8.5),2.36:1,5.2,4.4,5.3,52%,31
뽀허니,Kog'Maw,CS 209.3 (8.6),2.60:1,5.8,4.0,4.6,67%,27
뽀허니,Tristana,CS 203.6 (8.3),2.51:1,4.5,3.7,4.8,44%,27
liilliliii,Renekton,CS 180.2 (7.4),2.19:1,4.4,4.5,5.5,53%,1170
liilliliii,Leona,CS 46.2 (1.8),1.84:1,1.5,5.8,9.1,43%,77
liilliliii,Tahm Kench,CS 125.0 (5.0),2.24:1,3.3,4.8,7.5,57%,23
liilliliii,Shyvana,CS 129.7 (5.0),1.05:1,3.7,7.3,4.0,33%,3
liilliliii,Elise,CS 101.0 (4.0),1.89:1,4.0,6.0,7.3,33%,3
liilliliii,Lucian,CS 175.0 (6.0),2.80:1,7.0,7.5,14.0,100%,2
liilliliii,Dr. Mundo,CS 105.5 (5.5),0.79:1,2.0,7.0,3.5,100%,2
해산물shangdan,Camille,CS 167.7 (7.0),2.35:1,5.3,4.6,5.5,61%,89
해산물shangdan,Gnar,CS 181.9 (7.4),2.26:1,3.5,4.1,5.7,54%,71
해산물shangdan,Jax,CS 175.7 (7.4),1.68:1,5.2,5.0,3.3,42%,53
해산물shangdan,Ornn,CS 174.4 (6.9),3.10:1,3.3,3.6,7.9,55%,51
해산물shangdan,Singed,CS 192.9 (7.4),2.37:1,3.5,5.1,8.5,56%,43
해산물shangdan,Sion,CS 175.8 (7.1),2.63:1,2.5,3.6,7.0,59%,37
해산물shangdan,Aatrox,CS 179.3 (7.6),2.01:1,4.8,5.0,5.2,51%,35
덕구,Karthus,CS 184.2 (7.7),3.03:1,6.6,4.4,6.8,70%,108
덕구,Gangplank,CS 174.0 (8.0),4.21:1,5.9,3.1,7.2,100%,9
덕구,Ekko,CS 219.8 (7.8),3.32:1,4.7,3.2,5.8,67%,6
덕구,Graves,CS 120.0 (6.0),3.17:1,3.5,3.0,6.0,50%,2
덕구,Jax,CS 184.5 (5.6),2.83:1,1.5,3.0,7.0,50%,2
덕구,Galio,CS 242.5 (7.0),2.80:1,2.0,5.0,12.0,50%,2
덕구,Hecarim,CS 164.0 (7.8),4.33:1,3.0,3.0,10.0,100%,1
마마돈워리,Yasuo,CS 197.0 (8.2),1.70:1,5.3,6.2,5.2,43%,83
마마돈워리,Zoe,CS 190.4 (7.7),2.41:1,6.6,5.3,6.2,50%,78
마마돈워리,Irelia,CS 204.5 (8.7),2.22:1,7.9,5.6,4.6,55%,49
마마돈워리,LeBlanc,CS 167.6 (7.0),2.90:1,8.2,5.1,6.5,63%,41
마마돈워리,Ryze,CS 212.7 (8.6),2.55:1,7.3,5.7,7.1,66%,35
마마돈워리,Anivia,CS 243.5 (9.4),4.31:1,5.2,2.7,6.4,76%,33
마마돈워리,Swain,CS 219.5 (7.9),3.30:1,7.6,5.4,10.3,57%,28
존나잘함,Kindred,CS 120.7 (5.9),5.51:1,9.0,2.8,6.3,89%,65
존나잘함,Taliyah,CS 134.1 (5.7),3.13:1,7.2,4.6,7.3,59%,17
존나잘함,Nidalee,CS 144.4 (6.2),5.09:1,10.4,3.6,7.7,67%,9
존나잘함,Evelynn,CS 110.7 (5.1),2.69:1,8.5,4.3,3.2,33%,6
존나잘함,Xin Zhao,CS 131.8 (6.1),5.93:1,9.2,2.8,7.4,100%,5
존나잘함,Dr. Mundo,CS 139.5 (7.0),4.14:1,3.0,1.8,4.3,75%,4
존나잘함,Nocturne,CS 189.8 (6.9),2.46:1,8.5,6.0,6.3,75%,4
Pookyouo,Xayah,CS 201.2 (8.6),2.71:1,5.0,4.1,6.0,60%,274
Pookyouo,Ezreal,CS 181.3 (8.0),2.44:1,4.0,4.0,5.8,50%,156
Pookyouo,Vladimir,CS 170.2 (7.3),2.50:1,4.3,4.4,6.7,54%,125
Pookyouo,Kai'Sa,CS 180.1 (8.0),2.53:1,5.5,4.2,5.1,56%,113
Pookyouo,Caitlyn,CS 191.7 (8.1),2.02:1,3.5,4.3,5.1,41%,92
Pookyouo,Yasuo,CS 161.4 (7.5),1.90:1,3.4,4.5,5.1,41%,78
Pookyouo,Kog'Maw,CS 206.1 (8.3),2.55:1,5.7,4.5,5.9,63%,57
캐인,Rengar,CS 151.7 (6.0),2.81:1,5.2,3.9,5.9,56%,760
캐인,Gnar,CS 149.2 (5.7),2.53:1,3.8,4.0,6.3,57%,83
캐인,Ezreal,CS 189.0 (6.8),2.71:1,5.5,4.7,7.2,52%,33
캐인,Dr. Mundo,CS 152.2 (5.7),2.28:1,3.8,4.7,7.0,45%,20
캐인,Maokai,CS 147.8 (5.4),3.35:1,3.7,3.8,8.9,67%,18
캐인,Tahm Kench,CS 54.8 (2.0),3.11:1,1.6,4.1,11.1,67%,18
캐인,Kassadin,CS 143.7 (5.3),3.20:1,6.1,4.3,7.6,60%,15
LonelyJug,Graves,CS 162.1 (6.8),2.35:1,5.7,5.2,6.6,58%,183
LonelyJug,Xin Zhao,CS 136.9 (5.8),2.83:1,6.4,4.7,7.0,65%,133
LonelyJug,Camille,CS 132.3 (5.6),2.59:1,6.2,5.1,7.0,63%,126
LonelyJug,Jax,CS 142.7 (5.9),2.53:1,5.7,4.7,6.1,60%,68
LonelyJug,Trundle,CS 135.2 (5.9),2.67:1,4.3,4.3,7.3,52%,63
LonelyJug,Kha'Zix,CS 128.1 (5.5),2.89:1,7.2,4.3,5.1,60%,43
LonelyJug,Jayce,CS 148.8 (7.1),1.84:1,4.0,4.6,4.4,56%,32
xibaa,Rakan,CS 12.9 (0.5),3.19:1,1.9,4.5,12.3,59%,152
xibaa,Fiddlesticks,CS 23.5 (1.0),2.58:1,2.7,4.9,10.0,59%,69
xibaa,Janna,CS 12.3 (0.5),3.65:1,2.2,3.7,11.5,58%,60
xibaa,Varus,CS 205.2 (8.2),2.81:1,6.4,4.6,6.4,60%,52
xibaa,Morgana,CS 20.7 (0.8),3.30:1,2.1,4.3,11.9,58%,52
xibaa,Vladimir,CS 230.1 (8.2),3.53:1,8.0,4.1,6.6,70%,50
xibaa,Shen,CS 61.4 (2.5),3.31:1,2.7,4.2,11.0,58%,40
Route,Ezreal,CS 210.5 (8.2),2.98:1,5.0,3.8,6.4,53%,114
Route,Caitlyn,CS 251.5 (9.0),3.01:1,6.0,4.0,6.1,55%,110
Route,Xayah,CS 225.7 (8.8),2.65:1,5.3,4.3,6.0,51%,95
Route,Varus,CS 232.1 (8.8),3.15:1,6.0,3.9,6.3,65%,86
Route,Vladimir,CS 198.1 (7.7),3.12:1,6.7,4.3,6.7,57%,47
Route,Kog'Maw,CS 233.0 (8.8),2.86:1,6.4,4.0,5.0,55%,47
Route,Jhin,CS 229.6 (8.4),3.79:1,5.7,3.5,7.7,62%,37
fighttttt,Ryze,CS 216.1 (8.7),2.67:1,5.6,4.0,5.2,51%,347
fighttttt,Talon,CS 192.5 (7.8),3.41:1,8.9,4.2,5.5,63%,180
fighttttt,Taliyah,CS 208.9 (8.3),3.53:1,6.6,3.7,6.6,56%,176
fighttttt,Yasuo,CS 197.3 (8.2),2.38:1,6.0,4.4,4.4,47%,161
fighttttt,Cassiopeia,CS 190.2 (7.9),2.40:1,4.8,3.9,4.5,45%,87
fighttttt,Vladimir,CS 177.7 (7.8),2.66:1,5.7,3.9,4.6,55%,84
fighttttt,LeBlanc,CS 159.5 (6.5),3.65:1,6.5,3.4,5.8,55%,75
롤마우스,Renekton,CS 197.7 (8.4),2.23:1,5.9,4.9,5.2,71%,56
롤마우스,Aatrox,CS 198.7 (8.2),1.69:1,4.7,5.2,4.1,54%,52
롤마우스,Gangplank,CS 201.7 (8.4),2.15:1,4.7,4.7,5.3,54%,50
롤마우스,Jayce,CS 176.0 (7.6),1.89:1,5.5,5.6,5.0,57%,46
롤마우스,Vladimir,CS 168.7 (7.6),1.89:1,4.6,4.8,4.5,50%,36
롤마우스,Darius,CS 158.5 (6.5),1.38:1,5.6,7.0,4.2,30%,27
롤마우스,Jax,CS 165.7 (7.4),1.89:1,5.1,4.7,3.8,54%,26
71의기적,Draven,CS 178.1 (7.4),2.47:1,5.9,4.9,6.2,59%,95
71의기적,Kai'Sa,CS 180.8 (7.4),2.94:1,7.9,4.6,5.7,67%,75
