accountId,champId,avg_cs,avg_kda,avg_kill,avg_death,avg_assist,winratio,play_num
870355,75,6.8,2.06,5.1,5,5.1,67,21
870355,24,6.8,1.88,5.4,5.2,4.3,53,19
870355,150,7,1.89,3.1,3.9,4.3,39,18
207922335,13,9,4.08,5.6,2.9,6,65,57
207922335,268,8.7,3.28,5.1,3.4,5.9,58,38
207922335,163,9,4.18,5.4,3,7.2,55,38
207922335,142,8.1,4,6.7,3.2,6.1,60,35
207922335,7,7.4,4.01,6.8,3.2,6,53,34
207922335,3,8,3.28,5.5,3.8,7.1,46,24
207922335,38,7.9,3.11,4.7,2.6,3.5,52,21
200203708,223,2.1,3.53,1.5,3.4,10.4,63,30
200203708,25,0.9,5.36,2.2,2.7,12.1,75,28
200203708,497,0.6,4.15,2.3,4,14.1,63,24
200203708,12,1.5,4.13,1.7,3.5,12.6,60,15
200203708,98,2.6,3.24,2.2,4.2,11.4,43,14
200203708,43,4.1,2.46,3,4.3,7.6,46,13
200203708,16,0.5,5.79,1.6,2.3,11.9,75,12
3141212,164,4.9,2.7,6.4,4.9,6.9,56,54
3141212,81,7.5,3.17,5.5,4,7.3,54,41
3141212,76,5.9,3.36,6.4,4.2,7.9,61,38
3141212,72,5.4,4.3,2.8,2.8,9.1,65,31
3141212,113,5,4.75,4.4,3.1,10.4,61,31
3141212,121,4.9,3.22,7.2,4,5.8,56,27
3141212,5,5.1,1.93,5.8,6.2,6.2,45,22
210168020,142,8,2.99,5.8,4.1,6.5,59,46
210168020,163,8.7,3.78,6.4,3.9,8.2,79,29
210168020,3,8.2,3.58,6.4,4.5,9.5,58,26
210168020,13,9,2.65,5.2,4.2,6.1,48,25
210168020,91,8.1,2.23,7.3,5.4,4.9,61,18
210168020,268,8.9,2.1,4.6,4.3,4.5,56,18
210168020,161,7.9,2.15,4.5,4.8,5.9,33,15
6197385,8,8.6,2.78,5.9,4.6,6.8,60,57
6197385,13,9.5,3.22,5.9,4.2,7.5,64,55
6197385,43,6.2,3.05,3.5,4.5,10.3,55,55
6197385,3,8.1,2.72,3.8,4.7,9,54,26
6197385,90,8.5,2.83,5,4.5,7.7,61,23
6197385,69,9,2.74,6.5,4.7,6.4,61,23
6197385,61,9.2,2.97,6.3,4.8,7.9,52,23
209176499,142,7.2,3.14,7.9,4.8,7.2,60,58
209176499,13,9.1,2.93,5.6,4.3,6.8,56,39
209176499,7,6.7,3.88,7.4,3.8,7.3,78,32
209176499,90,8.8,2.61,4.4,4.6,7.7,53,32
209176499,43,7.1,3.21,3.4,4,9.3,64,25
209176499,3,7.7,3.35,4.5,4.1,9.3,44,25
209176499,163,8.2,2.48,5.6,5.6,8.3,44,18
205923395,41,8.3,3.37,4.4,3.9,8.6,71,34
205923395,150,8,2.53,4,3.5,5,71,24
205923395,164,8.2,2.58,4.8,3.8,5.1,37,19
205923395,8,8.3,2.95,4.5,3.5,5.8,65,17
205923395,24,8,2.08,4.9,4.8,5.1,70,10
205923395,266,8.4,2.77,5.3,3.7,5,57,7
205923395,516,7,5.44,6,3.2,11.4,100,5
8027026,163,8.9,3.19,5.2,3.7,6.8,53,146
8027026,61,8.7,3.22,4.1,3.2,6.2,54,135
8027026,143,1.5,2.35,3.6,5.7,9.7,57,118
8027026,268,9.1,2.78,4.9,3.8,5.7,44,109
8027026,38,8.3,3.89,6.1,3,5.6,59,95
8027026,90,8.7,2.71,3.9,3.6,5.8,51,82
8027026,13,9.3,2.73,4.4,3.6,5.5,49,70
207570975,81,9.2,2.99,5.4,4.2,7.2,57,46
207570975,202,9.1,3.77,9,4.5,7.8,63,30
207570975,51,9.9,3.76,7.2,3.3,5.2,69,26
207570975,498,10.2,4.66,9.4,3.4,6.5,76,17
207570975,145,9.6,3.48,9.1,4,4.9,81,16
207570975,110,10.3,3.12,7.6,4.4,6.1,77,13
207570975,13,9.2,1.85,6.1,5.9,4.8,40,10
6451200,40,0.7,3.73,2.2,3.8,11.8,64,407
6451200,497,0.6,2.92,2,4.6,11.4,55,121
6451200,201,2.2,2.92,0.9,4.2,11.5,46,110
6451200,12,2,2.69,1.9,4.6,10.6,52,100
6451200,25,0.8,2.6,2,5.4,12.1,47,74
6451200,16,0.6,2.71,1.5,5,12,55,67
6451200,64,5.4,2.4,5.2,4.9,6.5,45,56
2099284,142,7.3,3.36,6.5,4,6.8,65,69
2099284,39,8.2,2.19,7.1,5.2,4.2,56,39
2099284,13,8.5,2.41,4.5,4.2,5.6,52,31
2099284,8,8,3.05,4.9,3.4,5.5,66,29
2099284,91,7.8,2.84,7.9,4.4,4.7,50,26
2099284,14,6,2.78,3.3,4.2,8.5,55,22
2099284,48,4.8,4.24,4.8,3.5,10,72,18
2525174,81,9.3,4.43,7,3.3,7.6,72,88
2525174,145,9.2,2.3,6.7,5.3,5.4,50,34
2525174,51,10,2.83,5.9,4,5.3,55,29
2525174,236,9.9,3.63,7.7,4.1,7.3,68,22
2525174,110,9.6,3.35,6.7,4.1,7.1,64,22
2525174,18,9.5,3.44,6,3.2,4.9,50,18
2525174,498,9.3,3.77,6.6,3.6,6.8,69,16
209703318,12,1.5,3,1.7,4.2,10.9,56,106
209703318,497,0.5,3.54,1.5,3.6,11.3,53,73
209703318,432,0.8,3.15,3.1,4.5,11.2,52,63
209703318,25,0.7,3.76,2.5,3.8,11.9,53,62
209703318,223,1.8,3,2.3,3.8,9,56,43
209703318,201,1.8,4.04,1.5,3.7,13.6,64,42
209703318,412,0.9,3.33,1.6,4.4,12.9,53,40
210504307,164,5.1,2.48,7.2,5.7,6.8,56,75
210504307,104,6.4,2.47,4.6,4.3,6,53,38
210504307,141,5.7,2.87,6.7,4.8,7.2,64,33
210504307,5,5.4,2.13,5.2,5.3,6.1,58,26
210504307,121,5.5,3.37,8.3,4.6,7,60,25
210504307,48,5.3,3.03,5.1,4.6,8.8,50,22
210504307,427,5.2,4.45,2.1,2.9,11,75,16
666395,497,0.6,3.5,1.7,4.6,14.4,60,78
666395,223,1.9,3.46,1.7,3.9,11.8,72,72
666395,12,1.4,3.19,2.1,5.1,14.2,67,70
666395,412,0.8,3.32,2.2,4.4,12.5,54,65
666395,43,1.6,3.3,2.3,4.6,12.8,56,43
666395,201,1.8,3.33,1.1,4.2,12.9,56,34
666395,25,0.7,3.53,1.8,4.1,12.6,55,29
200594011,122,8.5,2.38,6,4,3.6,62,362
200594011,24,8.6,1.57,4.4,4.7,2.9,54,101
200594011,105,7.5,2.92,7.7,4.6,5.7,56,57
200594011,11,8.5,2.05,11.1,7.1,3.4,76,21
200594011,75,8.7,2.71,3.3,3,4.9,100,8
200594011,40,1,3.33,2.2,5,14.5,50,6
200594011,54,7.2,3.16,3,4.2,10.2,50,6
3516152,142,8,2.54,6.7,5.1,6.4,54,39
3516152,157,8.3,1.42,4.9,6.5,4.3,44,36
3516152,34,9.5,4.62,5.3,2.6,6.5,78,32
3516152,13,8.6,2.54,7,5.3,6.4,70,27
3516152,7,7.1,2.39,6.8,5.4,6.2,55,20
3516152,69,8,2.02,6.3,5.6,5,61,18
3516152,114,8.1,1.69,6.2,6.5,4.8,65,17
203870735,121,5.2,3.33,6.8,3.8,6,59,146
203870735,164,5.5,2.78,6,4.8,7.3,55,88
203870735,81,8.3,3.03,5.3,4.1,7.1,54,82
203870735,64,5.2,3.88,6.2,3.8,8.6,71,69
203870735,104,7,3.83,7,3.8,7.5,58,60
203870735,113,5.2,4.01,3.1,3.3,10.3,60,52
203870735,59,5.2,3.54,4.8,4.4,10.9,54,52
209899057,164,5.2,2.99,6.5,4.4,6.7,63,32
209899057,2,5.6,3.4,5.3,3.5,6.6,65,23
209899057,81,8.6,2.62,4,3.4,4.8,52,23
209899057,121,5.2,4.11,8.4,3.4,5.7,63,16
209899057,113,5.3,4.17,5.2,4.3,12.6,64,14
209899057,7,6.8,4.02,8.4,3.6,6.3,57,14
209899057,104,6.5,3.63,7.1,3.7,6.3,69,13
210426282,12,1.6,3.35,1.8,3.7,10.6,66,102
210426282,497,0.5,4.31,1.6,3.1,11.5,65,80
210426282,25,0.7,3.07,2,4.1,10.6,49,47
210426282,223,1.9,3.56,2.1,3.7,10.9,60,40
210426282,201,1.8,4,1.3,3.1,10.9,63,19
210426282,51,8,2.68,3.9,4,6.9,71,7
210426282,81,7.3,3.04,5,4.5,8.7,50,6
202001440,8,9,3,5.7,3.6,4.9,66,38
202001440,164,8.7,3.4,7.3,3.4,4.4,70,30
202001440,41,9.2,3.06,4,3.3,6.1,43,30
202001440,13,9.3,2.39,4.6,4.1,5.2,58,26
202001440,126,9.4,2.49,4.9,4.2,5.6,73,15
202001440,39,8.1,1.98,5.7,5.9,5.9,50,14
202001440,24,9.2,3.24,6.2,3.1,3.8,82,11
251448,13,8.4,2.74,4.6,3.8,5.9,48,94
251448,142,7.7,3.12,5.8,4.1,6.9,57,77
251448,7,7.3,4.18,6,3,6.8,68,73
251448,61,8.5,3.3,4.4,3.3,6.4,54,48
251448,163,8.3,3.37,5,3.3,6.2,55,47
251448,121,4.6,2.9,6.3,4.1,5.5,50,46
251448,3,7.9,3.42,3.5,3.5,8.3,55,31
207991322,81,9,3.75,7.8,4.3,8.4,69,45
207991322,51,9.5,3.59,5.8,3.3,6.1,61,31
207991322,145,9.1,4.04,9.5,3.8,5.8,63,24
207991322,498,9.7,4.56,7.8,3.3,7.3,79,19
207991322,18,8.8,4.92,8.9,3.1,6.4,74,19
207991322,110,9.6,5.03,9,2.5,3.8,69,13
207991322,96,9,3.67,7,3.8,6.8,63,8
909429,223,2.2,3.25,2,3.6,9.6,57,98
909429,201,2,3.67,1.2,3.6,12.1,50,70
909429,12,1.6,2.68,1.3,4.5,10.7,50,66
909429,25,0.8,2.92,1.9,4.5,11.1,45,53
909429,98,2.7,3.98,2.2,3.6,12,60,48
909429,40,0.8,3.46,1.7,3.8,11.5,62,47
909429,497,0.6,3.18,1.3,3.7,10.4,51,43
202937359,81,9,3.68,7.3,4,7.3,70,44
202937359,145,8.8,3.16,8.4,4.9,7,70,27
202937359,51,8.9,3.64,5.9,3.3,6,70,27
202937359,498,9.1,2.59,6.9,5.3,6.9,58,24
202937359,96,8.8,3.97,4.9,3,7,75,12
202937359,202,8,2.76,5,4.6,7.8,55,11
202937359,236,8.4,2.61,5.3,4.9,7.5,60,10
207884486,12,1.2,3.81,2.7,4.2,13.5,72,69
207884486,25,0.6,3.55,3,4.3,12.4,69,39
207884486,79,1.2,2.38,3.3,5.8,10.6,67,36
207884486,497,0.5,3.31,3.1,5,13.4,58,31
207884486,121,5,2.84,8.5,5.1,5.9,67,30
207884486,5,4.6,1.92,5.5,6.7,7.4,57,23
207884486,223,1.7,1.96,2.2,6,9.5,43,21
7024597,8,8.8,2.64,6.4,4.6,5.7,67,103
7024597,121,4.8,2.41,7.1,6.2,7.7,58,79
7024597,38,8,2.9,6.9,4.7,6.7,55,65
7024597,64,4.7,2.21,5.1,5.9,8,45,58
7024597,13,8.9,2.46,5.4,4.6,5.8,54,56
7024597,126,7.7,1.95,5.7,6.3,6.5,55,53
7024597,59,4.9,2.86,3.9,5.2,11.1,41,37
208710504,69,8.7,3.97,8.1,3.6,6.1,75,65
208710504,142,7.8,3.51,8.1,4,5.8,56,45
208710504,55,7.3,3.66,9.6,4.1,5.4,67,43
208710504,13,8.5,2.53,5.5,4.2,5.1,42,38
208710504,126,7.8,2.93,7.6,5.1,7.4,62,29
208710504,134,8.6,2.76,5.6,4.1,5.8,59,29
208710504,245,7.9,3.2,7.8,4,4.9,57,28
6282837,164,4.6,2.7,7.8,6,8.5,76,50
6282837,104,5.2,1.93,5.2,6.2,6.9,58,26
6282837,5,4.1,1.86,5.7,6.6,6.5,67,21
6282837,121,4.3,3.3,8.7,4.4,5.6,79,14
6282837,64,4.2,3.27,5,4.3,9.2,75,12
6282837,76,6.3,5.03,8.4,2.9,6.2,80,10
6282837,2,5.1,3.86,4.8,3.1,7.2,67,9
209333159,121,5.2,3.13,7.3,4,5.1,58,206
209333159,164,5.3,2.83,7.2,5,7,58,179
209333159,102,6.9,3.38,5.5,3.3,5.6,51,141
209333159,41,8.3,1.93,3.8,5.1,6,49,138
209333159,113,5.4,4.08,3.9,3.4,10,60,120
209333159,2,5.7,2.96,5.3,4.1,6.8,53,93
209333159,59,5.3,2.96,5.2,4.9,9.3,46,87
204245747,27,8,2.42,3.9,4.7,7.6,64,80
204245747,39,8.1,2.04,6.1,5.2,4.4,52,54
204245747,41,8,2.38,3.9,3.6,4.7,53,43
204245747,14,7.3,3.8,3.3,3,8.2,62,39
204245747,50,7.7,2.36,4.5,4.2,5.5,57,35
204245747,164,7.3,2.39,5.8,4.9,5.9,61,33
204245747,92,7.9,2.05,5.2,4.2,3.3,36,25
207629924,81,8.7,3.7,5.2,3.1,6.2,60,101
207629924,51,8.8,2.65,4.7,3.7,5,49,53
207629924,145,8.5,3.24,7.1,4.1,6.1,65,40
207629924,18,9.3,3.29,5.1,3,4.8,54,37
207629924,498,9.5,3.32,4.5,3.2,6,55,31
207629924,202,8.1,3.31,4.5,3.3,6.4,52,31
207629924,110,9.3,3.73,5.4,3.2,6.5,50,26
209324581,121,5.1,2.98,7.4,4,4.5,61,171
209324581,164,5.2,2.41,6.3,5.2,6.1,53,79
209324581,5,5.3,2.3,5.4,5.2,6.6,50,72
209324581,81,7.7,2.59,5.4,4.6,6.4,48,61
209324581,7,6.6,2.95,7.6,4.3,5.1,66,56
209324581,67,7.9,2.32,6.8,5,4.9,61,51
209324581,51,8,2.79,6.4,4.7,6.6,55,51
200670975,51,8,3.16,4.8,3.3,5.8,56,188
200670975,81,7.4,3.54,5.1,3.4,6.9,56,149
200670975,498,7.8,2.85,4.4,3.6,5.9,49,127
200670975,110,7.9,2.77,4.5,3.8,6,46,114
200670975,119,7.5,2.72,5.8,4.2,5.7,57,107
200670975,429,8.2,2.8,5.3,4,5.8,47,95
200670975,163,7.2,3.35,5.4,3.8,7.5,59,86
210429901,81,8.5,3.83,6,3.6,7.8,69,65
210429901,18,8.7,3.35,7.5,4.3,6.7,84,31
210429901,498,9,4.73,7.4,3.2,7.7,76,21
210429901,13,8.3,3.06,5.6,4,6.5,55,20
210429901,51,8.4,2.97,5.3,4.2,7.1,58,19
210429901,202,8.2,4.09,8.6,4.2,8.5,55,11
210429901,145,8.6,4.5,8.3,3.4,7,90,10
209230380,41,8,2.72,5.4,4.7,7.3,59,147
209230380,164,7.3,2.57,7.7,5.3,5.9,70,94
209230380,150,8,2.63,5.7,4.5,6.1,54,69
209230380,27,7.6,2.66,3.9,4.4,7.7,58,48
209230380,8,8.2,2.15,5.5,5,5.2,58,45
209230380,154,4.7,3.97,3.9,3.8,11.2,59,44
209230380,50,7.4,2.64,5.7,4.5,6.2,53,38
208714024,121,5.4,3.24,6.3,4,6.8,53,114
208714024,154,5.3,3.83,3.1,3.5,10.4,65,77
208714024,102,6.5,3.83,6.1,3.3,6.4,59,66
208714024,72,5.3,3.04,3.3,4,9,50,40
208714024,2,5.6,3.41,5.7,3.8,7.3,64,39
208714024,69,8.5,2.5,5.1,3.9,4.7,63,38
208714024,81,7.2,3.72,4.7,3.4,7.8,46,24
205914660,164,7,2.95,5.8,3.8,5.4,61,147
205914660,150,7.5,3.17,4.1,3.1,5.7,60,98
205914660,8,7.8,2.28,4.5,3.9,4.3,55,86
205914660,41,7.8,2.47,4,4,5.9,47,83
205914660,14,7.3,3.27,3.3,3.3,7.4,59,66
205914660,516,6.8,3.17,3.4,3.6,8.1,56,57
205914660,114,7.6,1.79,3.9,4.2,3.6,49,47
4189540,64,5.5,3.38,6.6,4.1,7.4,51,104
4189540,121,5.4,2.89,7.8,4.8,6,51,103
4189540,164,5.7,2.49,6,5.1,6.6,52,71
4189540,5,5.8,3.03,7.4,5,7.8,61,67
4189540,104,7.3,3.09,6.1,4.1,6.6,51,55
4189540,2,6,3.56,6.5,3.9,7.4,63,48
4189540,59,5.7,3.26,4.7,4.3,9.4,51,43
201200763,266,8,2.93,5.2,3.5,5.1,63,237
201200763,164,7.3,2.14,4.9,4.4,4.6,55,73
201200763,24,8.2,1.93,4.8,4.6,4,63,35
201200763,14,7,2.35,2.8,3.9,6.4,41,29
201200763,12,2,2.19,1.5,4.9,9.3,57,14
201200763,223,2.5,3,1.9,4.7,12.2,60,10
201200763,114,8.5,2.25,5.2,4.4,4.8,33,9
207874718,223,2.1,2.94,1.6,3.9,9.8,61,149
207874718,12,1.6,2.68,1.7,5,11.8,46,84
207874718,497,0.5,3.36,1.8,4,11.8,60,81
207874718,201,2,3.27,1.2,4,11.9,49,75
207874718,412,0.6,3,1.5,4.3,11.3,60,72
207874718,25,0.8,2.83,2.1,4.9,11.6,60,42
207874718,81,8.1,3.66,5.3,3.7,8.3,55,42
5775781,81,8.7,3.22,4.9,3.7,6.9,52,236
5775781,498,9.4,3.54,5.4,3.4,6.5,61,171
5775781,141,5.4,2.68,6.1,4.6,6.2,50,117
5775781,202,8.9,3.57,5.3,3.4,6.8,44,114
5775781,51,9.1,3.13,4.7,3.4,5.9,49,86
5775781,18,9,2.67,5.2,3.7,4.7,43,86
5775781,145,9.2,3.34,7.3,3.8,5.2,58,80
209238536,142,7.5,2.58,7.7,5.5,6.5,52,128
209238536,7,7.2,2.93,8.4,5,6.4,60,88
209238536,13,9.1,2.57,6.4,4.9,6,51,82
209238536,38,8,2.79,7,4.4,5.4,59,68
209238536,69,8.7,2.72,6.9,4.8,6.1,68,60
209238536,61,9,2.84,5.9,4.7,7.5,55,38
209238536,105,7.4,2.36,8.5,5.9,5.5,66,32
207332319,223,2.4,3.35,2.1,3.4,9.2,53,112
207332319,12,2,3.91,2.1,3.5,11.5,60,106
207332319,497,0.7,3.59,2.2,3.5,10.4,61,82
207332319,412,0.9,3.72,1.9,3.4,10.9,55,62
207332319,98,2.6,4.5,2.5,3.2,11.7,59,59
207332319,40,1.1,4.25,2.1,3.1,10.8,51,59
207332319,201,2.4,4.18,1.6,3.2,11.7,46,54
210160071,14,7,4.93,2.8,2.4,8.9,70,53
210160071,41,8.5,2.93,4,3.5,6.2,62,53
210160071,164,7.2,2.68,4.8,4.1,6.1,63,43
210160071,50,7.4,2.17,3.1,3.8,5.1,22,23
210160071,85,8,5.02,5.6,2.4,6.5,74,19
210160071,122,7.8,2.35,5.2,3.7,3.5,47,17
210160071,126,7.8,2.26,3.7,3.9,5.1,75,16
202606482,104,7.2,2.46,6.6,5.1,6.1,54,236
202606482,76,6.6,2.93,6.5,4.4,6.5,54,207
202606482,164,5.4,2.48,7.2,5.7,6.8,56,108
202606482,43,1.1,2.33,3.1,5.8,10.4,51,55
202606482,113,5.6,3.08,3.9,4.1,8.7,48,42
202606482,2,6,3.16,6.1,4.2,7.2,55,29
202606482,59,5.6,2.63,4.3,5,9,50,26
203921694,13,8.9,2.23,4.6,4.3,4.9,46,116
203921694,8,8.1,2.44,5.2,4.3,5.3,52,103
203921694,268,9,3.19,6.5,3.9,5.8,66,71
203921694,7,6.9,2.66,5.1,4.2,6,50,56
203921694,127,8.6,3.18,4.3,3.6,7.1,64,50
203921694,3,8.2,3.42,4.9,3.9,8.3,65,48
203921694,236,8.6,1.93,5.5,5.1,4.3,54,46
3494294,121,5.1,2.85,7.5,4.8,6.2,60,98
3494294,64,5.5,3.03,7.2,5.1,8.3,58,88
3494294,104,6.6,2.18,6.3,5.6,5.9,44,50
3494294,5,5,2.4,7.5,5.8,6.3,62,42
3494294,4,8.3,2.63,4.3,4.2,6.8,54,28
3494294,76,6.2,3.84,7.8,4.2,8.4,83,18
3494294,59,4.4,3.49,3.9,5.6,15.8,88,8
210296071,16,0.5,2.27,2.4,6.5,12.4,64,225
210296071,36,6,2.05,4.6,5.5,6.6,62,34
210296071,40,0.5,2.2,1.8,5.9,11.2,59,22
210296071,24,5.7,2.13,4.7,5.3,6.6,60,10
210296071,4,6.2,2.09,4.3,5.7,7.5,67,6
210296071,29,6.8,7,3,1,4,100,1
210296071,104,4.6,2,4,10,16,100,1
205199428,76,6.2,3,5.8,4.1,6.4,56,193
205199428,164,4.8,2.85,5.9,4.6,7.2,62,121
205199428,121,5.2,2.71,6.7,4.5,5.5,55,47
205199428,498,8.2,2.38,4.3,4.8,7.3,47,32
205199428,113,5.2,3.43,3.2,3.4,8.5,48,27
205199428,154,4.7,5.04,4,3.1,11.6,63,24
205199428,60,4.6,2.19,4.6,5.6,7.6,43,14
209785752,121,5.4,3.83,8.6,3.7,5.7,64,141
209785752,113,5.4,4.63,3.9,2.9,9.4,55,91
209785752,154,5,4.65,4.2,3.1,10.3,49,67
209785752,104,7.1,2.9,7.1,4.4,5.6,48,67
209785752,81,9,3.03,6.5,4.4,7,57,53
209785752,76,6.2,3.13,7.8,4.6,6.7,49,43
209785752,72,5,3.25,3.1,4,10,46,41
209292288,8,8.8,1.99,6.1,5.4,4.7,58,137
209292288,122,8.4,2.28,5.8,4.3,3.9,57,98
209292288,164,5.2,2.44,6.3,5,6,57,92
209292288,121,4.7,2.25,6.3,5.6,6.4,57,54
209292288,5,4.8,2.97,5.9,4.4,7.1,62,53
209292288,42,10.6,2.04,5.5,4.6,3.9,47,53
209292288,104,6.1,2.72,6.8,5.1,7,56,48
208975045,5,6.1,3,5.9,4.1,6.4,68,128
208975045,121,5.3,3.19,7,3.9,5.5,50,117
208975045,104,6.8,3.12,5.3,3.8,6.6,53,89
208975045,2,6.3,3.99,6.8,3.5,7.4,58,77
208975045,48,5,3.39,3.7,3.5,8.2,53,77
208975045,24,6.6,3.35,5.1,3.3,5.8,58,36
208975045,56,6.5,2.8,7.1,4.6,5.8,56,32
3547852,164,8.1,2.22,5.8,4.8,5,63,112
3547852,8,8.7,2.22,4.9,4.3,4.7,57,67
3547852,41,8.7,2.36,5.1,5.3,7.4,49,45
3547852,14,7.9,2.2,2.9,4.5,7,48,40
3547852,24,8.1,1.55,4.9,5.7,4,59,34
3547852,13,9.3,1.36,2.9,5,3.9,33,27
3547852,114,7.8,1.51,5.1,6,3.9,47,17
209161524,81,8.4,3.72,5.6,3.3,6.6,62,101
209161524,18,8.5,3.76,6.4,3.3,6,61,49
209161524,51,8.7,3.13,5.8,4,6.8,61,41
209161524,8,8.7,4.06,5.5,2.7,5.4,70,33
209161524,498,8.7,2.65,4.4,3.8,5.5,43,21
209161524,38,7.9,4.64,6.3,2.5,5.3,67,18
209161524,201,1.9,3.92,1.7,3,10.1,53,17
207850002,30,7.6,1.98,6.9,7.2,7.4,59,308
207850002,26,6,1.95,2.7,6.2,9.3,50,30
207850002,134,7.3,1.25,3.9,7.3,5.2,35,23
207850002,81,7.8,1.81,4.2,5.1,5,50,20
207850002,96,8,1.89,5.9,7,7.4,75,8
207850002,33,4.8,2.35,2.8,6.5,12.5,50,4
207850002,16,0.8,2.08,2.3,8,14.3,33,3
208191209,164,5.7,2.52,6,4.7,5.8,53,34
208191209,113,5.1,4.01,4.1,3.6,10.4,61,28
208191209,2,5.5,3.47,7.2,4.9,9.6,67,27
208191209,64,4.7,3.29,6.3,4.4,8.3,58,24
208191209,121,5.1,3.8,9,4.3,7.5,70,23
208191209,72,5.6,3.79,3.5,3.1,8.4,62,21
208191209,59,4.9,3.86,5.3,4.2,11,63,19
206944308,43,1.9,3.24,2.3,4,10.7,56,253
206944308,201,2,3.01,1.2,4.1,11.2,48,82
206944308,40,0.7,2.99,1.6,4.2,11.1,58,69
206944308,223,2,2.37,1.6,4.6,9.2,52,60
206944308,44,1.8,2.73,1.2,4,9.8,54,39
206944308,117,1.1,3.86,1.8,3.7,12.6,70,37
206944308,497,0.6,2.4,1.3,4.8,10.3,43,35
209692491,5,5.7,3.26,5.5,4,7.6,69,42
209692491,104,6.5,3.47,6.5,3.7,6.4,57,42
209692491,164,5.7,3.44,7.7,4,6.1,71,34
209692491,421,5.6,3.37,5,3.8,7.7,60,20
209692491,498,8.6,3.06,6.2,4,6.1,60,20
209692491,121,5.3,3.93,6.9,3.3,6.2,61,18
209692491,81,8.5,4.38,6.3,3.1,7.4,59,17
209070922,3,9.3,3.8,5.1,3.5,8.2,60,181
209070922,13,10.2,2.69,4.8,3.6,4.8,53,91
209070922,69,10,3.04,5.7,3.4,4.6,60,67
209070922,245,9,3.28,7.7,3.8,4.9,58,57
209070922,39,9.4,3.08,7.8,4,4.5,61,56
209070922,8,9.3,2.58,5.3,3.8,4.6,52,46
209070922,157,9.2,1.79,6.1,5.5,3.8,41,46
5482776,81,8.5,4.29,5.3,3,7.5,58,122
5482776,18,8.8,4.54,6.1,2.8,6.4,58,62
5482776,498,9,3.69,6.7,3.6,6.5,59,39
5482776,51,8.9,3.41,4.6,3,5.5,57,35
5482776,110,8.7,3.1,5.6,4.3,7.8,50,26
5482776,96,9,4.23,5.8,2.8,6,71,14
5482776,145,8.7,4.61,7.2,3,6.7,67,12
2866544,136,7.7,3.85,6.4,3.7,7.9,64,259
210078073,30,7.6,2.11,6.5,6.5,7.2,57,511
210078073,26,6,1.82,2,5.9,8.8,50,22
210078073,81,6.3,1.91,3.7,6.4,8.6,61,18
210078073,3,8.1,2.53,5.4,5.1,7.4,38,16
210078073,16,0.5,1.77,1,5.3,8.4,30,10
210078073,111,2.7,2.54,2.1,4,8,71,7
210078073,134,7.2,1.5,3.8,5.6,4.6,20,5
210412595,81,9.2,3.94,7.1,3.6,7.1,67,60
210412595,145,9.2,5.14,9.4,2.9,5.5,78,55
210412595,498,9.4,4.44,8.3,3.6,7.6,69,45
210412595,51,9.2,4.42,7.2,3.1,6.5,58,38
210412595,202,8.9,4.62,7.9,3.2,7,58,24
210412595,110,9.3,4.86,7.3,3.1,7.8,75,12
210412595,96,9.1,3.59,7.7,3.9,6.3,60,10
201481153,145,8.6,2.76,7,4.2,4.6,61,54
201481153,81,8.5,2.59,5.7,4.5,6,56,39
201481153,498,9,2.92,5,3.7,5.9,65,26
201481153,67,8.3,1.61,3.8,4.3,3.1,30,23
201481153,202,8.6,3.77,5.8,3.8,8.4,67,21
201481153,51,8.7,3.09,5.9,3.5,4.9,75,16
201481153,96,9,1.97,5.7,4.8,3.7,64,14
210168129,12,1.5,3.91,2,3.6,12,57,42
210168129,497,0.6,5.91,2.6,2.7,13.5,72,36
210168129,223,2.3,4.68,2.2,2.8,10.9,61,36
210168129,201,2.5,4.83,1.3,2.9,12.8,71,24
210168129,98,2.3,4.94,2.7,2.9,11.5,63,24
210168129,44,2.6,4.26,1.2,3.2,12.5,58,19
210168129,14,4.9,3.19,2.6,3.9,9.9,75,16
201009223,81,8.6,3.05,5.6,4,6.7,59,96
201009223,51,9.5,3.38,4.8,3,5.2,55,82
201009223,498,9.5,3.4,6.3,3.8,6.6,63,62
201009223,145,8.7,2.63,5.8,4,4.7,44,43
201009223,18,9.3,4.44,7.2,3.1,6.8,67,27
201009223,110,9.1,2.58,4.5,3.5,4.4,38,21
201009223,202,8.1,3.43,5.5,3.8,7.6,59,17
204544908,223,2.2,3.73,2.4,3.6,11.1,59,79
204544908,44,2.2,3.62,1,3.3,11.1,70,40
204544908,497,0.7,4.18,2,3.3,11.9,65,34
204544908,12,1.6,3.5,2.3,3.4,9.5,44,32
204544908,40,0.8,4.31,1.7,3.4,13,58,26
204544908,201,2.2,3.42,1.1,3.4,10.4,50,20
204544908,412,1.5,4.21,2,2.8,9.9,53,17
4735341,24,8.6,1.98,5.6,4.7,3.7,55,886
4735341,114,8.2,1.48,4,4.9,3.2,51,88
4735341,58,9.4,2.09,4.2,4.1,4.4,52,60
4735341,8,8.1,1.47,3.9,5.3,3.9,35,55
4735341,39,8.1,1.42,5.2,6.4,3.8,34,35
4735341,96,8.5,1.91,5.9,5.7,5,41,22
4735341,40,0.6,1.78,1.2,5.2,8,31,13
4823948,76,6,3.78,6.9,3.8,7.4,68,197
4823948,104,6.5,3.32,7.2,4.2,6.7,69,62
