name,champ,cs,kda,kill,death,assist,winratio,play
귤수호자만기,Kled,CS 188.0 (6.5),2.19:1,3.3,4.6,6.7,14%,7
귤수호자만기,Aatrox,CS 239.2 (8.6),2.54:1,6.5,4.0,3.7,50%,6
MVPADD,Camille,CS 206.7 (8.0),3.45:1,6.0,3.3,5.5,68%,59
MVPADD,Gangplank,CS 218.6 (8.6),3.46:1,4.4,3.3,7.0,63%,43
MVPADD,Sion,CS 186.9 (7.5),4.83:1,3.3,2.2,7.2,78%,27
MVPADD,Irelia,CS 248.9 (8.7),2.38:1,5.3,4.9,6.5,39%,18
MVPADD,Jax,CS 186.8 (8.0),1.90:1,4.3,3.9,3.2,44%,16
MVPADD,Gnar,CS 205.1 (7.7),2.91:1,5.4,3.7,5.5,67%,15
MVPADD,Dr. Mundo,CS 197.2 (8.1),3.46:1,4.0,2.7,5.5,67%,15
TT보배,Caitlyn,CS 223.0 (9.1),2.33:1,4.7,4.4,5.5,51%,153
TT보배,Xayah,CS 228.9 (9.2),2.49:1,4.7,4.4,6.1,57%,111
TT보배,Ezreal,CS 210.9 (8.5),2.11:1,3.8,4.6,5.9,39%,101
TT보배,Jhin,CS 216.9 (8.8),3.21:1,4.9,3.6,6.7,64%,88
TT보배,Tristana,CS 221.8 (9.0),2.73:1,6.0,4.1,5.2,51%,80
TT보배,Varus,CS 223.1 (8.9),2.44:1,5.0,4.6,6.2,54%,69
TT보배,Gangplank,CS 221.2 (8.5),2.24:1,3.5,4.1,5.7,57%,63
북쪽의괴물,Gangplank,CS 227.8 (8.4),3.25:1,4.3,3.6,7.3,54%,184
북쪽의괴물,Camille,CS 191.9 (7.5),2.67:1,5.6,4.1,5.5,55%,173
북쪽의괴물,Sion,CS 180.2 (6.9),3.63:1,3.0,3.1,8.2,66%,122
북쪽의괴물,Ornn,CS 183.0 (7.0),3.84:1,3.3,3.0,8.4,57%,42
북쪽의괴물,Vladimir,CS 220.6 (8.3),2.47:1,5.0,4.3,5.7,51%,41
북쪽의괴물,Jax,CS 205.8 (8.0),1.87:1,5.3,4.9,3.8,50%,40
북쪽의괴물,Jayce,CS 197.0 (7.8),2.60:1,5.4,4.4,5.9,50%,40
버터난프라운커리,Ezreal,CS 217.9 (8.5),3.80:1,4.7,3.0,6.8,60%,73
버터난프라운커리,Jhin,CS 209.3 (8.2),3.60:1,5.3,3.5,7.2,55%,47
버터난프라운커리,Caitlyn,CS 237.4 (9.0),3.89:1,6.1,3.1,6.0,61%,46
버터난프라운커리,Xayah,CS 226.1 (8.8),3.52:1,5.1,3.6,7.4,53%,36
버터난프라운커리,Tristana,CS 245.6 (9.0),2.86:1,5.7,4.1,5.9,38%,26
버터난프라운커리,Kai'Sa,CS 196.0 (8.1),2.63:1,6.0,3.8,4.0,32%,22
버터난프라운커리,Varus,CS 200.5 (8.3),2.86:1,5.3,3.4,4.5,48%,21
tomymemories,Camille,CS 195.4 (8.2),2.11:1,5.4,4.4,3.9,56%,111
tomymemories,Gangplank,CS 230.2 (8.9),2.33:1,5.2,4.8,6.0,59%,83
tomymemories,Gnar,CS 216.4 (8.5),1.99:1,3.8,4.3,4.7,54%,54
tomymemories,Jayce,CS 220.7 (8.6),1.72:1,5.0,6.0,5.3,59%,32
tomymemories,Vladimir,CS 196.2 (8.3),1.79:1,4.1,4.6,4.1,54%,28
tomymemories,Ryze,CS 214.0 (8.6),1.39:1,3.3,5.0,3.6,59%,22
tomymemories,Illaoi,CS 218.0 (8.7),1.20:1,3.7,5.8,3.3,50%,20
17살서폿,Caitlyn,CS 221.9 (8.7),2.50:1,5.0,4.6,6.5,64%,56
17살서폿,Tahm Kench,CS 49.3 (2.0),2.66:1,2.0,4.4,9.7,55%,53
17살서폿,Morgana,CS 19.5 (0.8),3.43:1,1.9,4.3,12.8,63%,46
17살서폿,Alistar,CS 39.0 (1.5),2.77:1,1.5,4.9,11.9,58%,45
17살서폿,Ezreal,CS 221.0 (8.1),2.64:1,5.6,4.6,6.6,49%,41
17살서폿,Rakan,CS 11.3 (0.5),3.86:1,1.9,4.2,14.3,75%,36
17살서폿,Janna,CS 14.6 (0.6),3.55:1,1.6,3.7,11.6,59%,32
이차가식기전에,Sejuani,CS 151.6 (5.6),5.01:1,4.1,2.9,10.2,59%,417
이차가식기전에,Zac,CS 151.2 (5.5),4.47:1,3.6,3.0,10.0,53%,89
이차가식기전에,Kha'Zix,CS 147.0 (5.6),2.93:1,6.6,4.1,5.5,52%,77
이차가식기전에,Skarner,CS 141.3 (5.5),3.78:1,3.3,3.0,8.1,58%,55
이차가식기전에,Jarvan IV,CS 145.8 (5.3),3.18:1,4.3,4.6,10.4,48%,23
이차가식기전에,Graves,CS 177.8 (6.5),3.56:1,6.4,3.9,7.3,57%,14
이차가식기전에,Urgot,CS 231.9 (7.5),2.09:1,3.2,4.4,5.9,38%,13
페리온만지,Camille,CS 198.9 (8.2),4.09:1,6.6,2.8,4.9,69%,39
페리온만지,Gangplank,CS 219.4 (8.6),3.31:1,4.5,3.7,7.8,64%,36
페리온만지,Vladimir,CS 207.8 (8.6),3.03:1,4.1,2.9,4.5,62%,21
페리온만지,Swain,CS 189.0 (7.7),2.00:1,4.4,4.8,5.1,38%,21
페리온만지,Gnar,CS 217.7 (8.3),2.35:1,4.3,4.3,5.8,53%,19
페리온만지,Ryze,CS 232.1 (9.0),3.14:1,4.4,3.1,5.2,69%,16
페리온만지,Irelia,CS 217.8 (8.0),2.74:1,5.4,4.3,6.4,67%,9
이흥호,Kai'Sa,CS 216.6 (9.5),2.69:1,8.1,4.6,4.2,63%,295
이흥호,Ezreal,CS 213.5 (8.8),2.23:1,5.6,4.9,5.2,51%,293
이흥호,Xayah,CS 233.7 (9.5),2.46:1,7.2,5.1,5.3,58%,187
이흥호,Varus,CS 229.4 (9.4),2.02:1,6.0,5.1,4.3,47%,186
이흥호,Kog'Maw,CS 215.5 (9.0),1.89:1,6.8,6.1,4.7,54%,158
이흥호,Tristana,CS 226.4 (9.3),2.18:1,5.9,4.4,3.8,48%,156
이흥호,Caitlyn,CS 237.8 (9.5),2.07:1,4.8,4.7,4.9,50%,106
Muse1,Ryze,CS 223.6 (8.7),3.25:1,6.1,3.4,5.1,49%,78
Muse1,Talon,CS 189.0 (7.5),3.15:1,7.8,4.1,5.2,61%,61
Muse1,Vladimir,CS 195.7 (7.9),2.43:1,4.0,3.2,3.9,52%,42
Muse1,Zoe,CS 172.6 (7.2),3.12:1,7.6,4.1,5.3,63%,41
Muse1,Ezreal,CS 193.6 (7.9),4.07:1,5.3,3.0,6.8,70%,33
Muse1,Galio,CS 181.5 (7.4),4.68:1,5.8,3.1,8.9,59%,22
Muse1,Malzahar,CS 201.3 (8.8),5.84:1,5.2,1.8,5.3,71%,21
RBEMalrang,Jax,CS 125.1 (5.3),3.28:1,5.3,3.5,6.1,60%,30
RBEMalrang,Xin Zhao,CS 117.7 (5.2),3.26:1,5.1,3.4,6.1,59%,29
RBEMalrang,Lee Sin,CS 107.1 (4.9),3.06:1,5.0,3.3,5.3,46%,26
RBEMalrang,Trundle,CS 113.6 (5.2),4.98:1,4.6,2.4,7.5,68%,25
RBEMalrang,Kha'Zix,CS 116.8 (4.9),4.40:1,6.6,2.9,6.1,61%,18
RBEMalrang,Camille,CS 127.7 (5.6),5.67:1,7.0,2.2,5.5,80%,15
RBEMalrang,Rumble,CS 139.6 (5.6),4.60:1,6.2,2.9,7.0,53%,15
율천고최현우,Zed,CS 206.5 (8.3),4.06:1,8.7,3.3,4.5,65%,103
율천고최현우,Ryze,CS 234.0 (8.8),3.32:1,6.4,4.0,6.9,51%,69
율천고최현우,Azir,CS 229.6 (8.9),2.84:1,4.6,3.9,6.6,56%,57
율천고최현우,Vladimir,CS 188.5 (7.8),2.53:1,5.4,4.4,5.8,53%,53
율천고최현우,Zoe,CS 189.8 (7.6),2.80:1,4.6,3.8,6.1,47%,47
율천고최현우,LeBlanc,CS 163.4 (6.8),3.65:1,7.0,3.6,6.0,63%,30
율천고최현우,Galio,CS 201.8 (7.9),2.91:1,4.8,4.4,8.1,53%,30
Sol로랭크2,Aurelion Sol,CS 194.8 (7.6),3.81:1,5.9,3.4,7.2,57%,366
Sol로랭크2,Malzahar,CS 194.0 (6.9),1.88:1,3.3,5.3,6.7,0%,3
Sol로랭크2,Alistar,CS 37.0 (1.5),6.00:1,1.0,2.0,11.0,100%,1
Sol로랭크2,Taliyah,CS 181.0 (7.6),15.00:1,10.0,2.0,20.0,100%,1
imp8,Caitlyn,CS 235.2 (9.2),2.24:1,4.8,4.6,5.5,48%,302
imp8,Xayah,CS 238.8 (9.3),3.04:1,6.2,4.2,6.4,61%,188
imp8,Varus,CS 239.3 (9.0),2.72:1,5.9,4.5,6.4,53%,150
imp8,Ezreal,CS 220.6 (8.4),2.85:1,5.3,4.4,7.2,54%,137
imp8,Kai'Sa,CS 209.3 (8.7),2.49:1,6.7,4.8,5.3,61%,94
imp8,Kog'Maw,CS 224.0 (8.8),2.19:1,6.0,5.2,5.5,51%,53
imp8,Jarvan IV,CS 145.2 (5.7),2.70:1,3.9,4.5,8.3,45%,47
tjudlsawqz,Tristana,CS 225.5 (9.2),3.20:1,6.7,3.8,5.4,68%,82
tjudlsawqz,Varus,CS 241.5 (9.5),3.36:1,7.5,4.0,5.9,59%,51
tjudlsawqz,Xayah,CS 229.6 (9.2),2.56:1,5.4,4.2,5.3,56%,48
tjudlsawqz,Ezreal,CS 207.9 (8.9),2.80:1,5.2,3.9,5.6,49%,37
tjudlsawqz,Alistar,CS 43.3 (1.7),3.18:1,1.6,4.3,12.1,57%,35
tjudlsawqz,Draven,CS 207.8 (8.7),3.01:1,8.4,4.7,5.8,67%,24
tjudlsawqz,Caitlyn,CS 212.7 (9.0),2.90:1,5.0,3.7,5.9,61%,23
온실속의감자,Ezreal,CS 204.6 (8.3),3.98:1,5.8,3.1,6.4,65%,118
온실속의감자,Kai'Sa,CS 202.5 (8.3),3.53:1,7.1,3.5,5.3,66%,35
온실속의감자,Jhin,CS 203.8 (7.8),3.21:1,4.9,3.6,6.8,32%,22
온실속의감자,Caitlyn,CS 228.4 (8.4),2.60:1,5.1,4.4,6.3,45%,20
온실속의감자,Swain,CS 193.3 (7.0),2.83:1,5.9,5.3,9.2,80%,15
온실속의감자,Xayah,CS 188.1 (8.0),3.38:1,5.3,3.5,6.6,53%,15
온실속의감자,Lucian,CS 194.2 (7.9),4.22:1,5.8,3.2,7.5,77%,13
TOLAND,LeBlanc,CS 143.6 (6.3),3.37:1,7.4,3.9,5.7,65%,49
TOLAND,Ryze,CS 197.7 (8.3),2.78:1,6.2,4.5,6.3,63%,48
TOLAND,Zoe,CS 172.9 (6.8),2.58:1,5.8,5.2,7.5,58%,40
TOLAND,Cassiopeia,CS 187.5 (7.8),2.03:1,5.7,5.4,5.3,63%,38
TOLAND,Kassadin,CS 173.6 (7.6),3.27:1,7.3,4.0,5.8,75%,32
TOLAND,Ezreal,CS 197.0 (7.7),2.42:1,4.7,4.8,6.8,50%,32
TOLAND,Taliyah,CS 206.0 (8.3),2.94:1,6.8,4.7,7.0,63%,30
GimGoon,Camille,CS 201.5 (7.8),3.43:1,5.4,3.2,5.5,65%,81
GimGoon,Gangplank,CS 241.4 (8.4),3.51:1,4.5,3.6,8.0,63%,57
GimGoon,Singed,CS 184.1 (8.1),3.18:1,3.7,3.4,7.0,73%,48
GimGoon,Vladimir,CS 226.0 (8.2),2.81:1,4.6,3.6,5.5,62%,34
GimGoon,Aurelion Sol,CS 200.9 (7.6),3.04:1,5.5,4.1,6.8,43%,28
GimGoon,Jax,CS 202.6 (8.4),2.15:1,4.3,3.5,3.3,56%,25
GimGoon,Irelia,CS 210.3 (8.4),2.36:1,6.4,4.5,4.2,58%,19
귀여운안지영,Sion,CS 185.5 (6.7),3.45:1,2.9,3.4,8.8,61%,31
귀여운안지영,Morgana,CS 18.6 (0.8),3.19:1,2.4,3.8,9.7,57%,28
귀여운안지영,Lee Sin,CS 124.9 (5.1),2.53:1,5.6,4.8,6.6,52%,21
귀여운안지영,Xin Zhao,CS 137.9 (5.4),2.94:1,5.1,4.9,9.4,71%,17
귀여운안지영,Olaf,CS 119.0 (5.2),3.19:1,5.6,4.0,7.1,59%,17
귀여운안지영,Zac,CS 130.3 (4.6),3.43:1,3.0,4.5,12.4,63%,16
귀여운안지영,Cho'Gath,CS 182.1 (6.9),2.71:1,3.4,3.7,6.7,50%,14
BBBaby,Kha'Zix,CS 146.0 (5.6),4.04:1,7.2,3.3,6.1,75%,83
BBBaby,Sejuani,CS 134.0 (5.3),4.81:1,3.7,2.6,9.1,62%,73
BBBaby,Camille,CS 133.8 (5.5),3.31:1,6.2,3.9,6.7,61%,56
BBBaby,Skarner,CS 144.7 (5.4),4.13:1,3.1,3.1,9.6,61%,31
BBBaby,Nidalee,CS 168.2 (6.6),4.45:1,6.3,3.0,6.9,55%,31
BBBaby,Jax,CS 173.0 (6.3),2.37:1,4.4,4.5,6.3,56%,27
BBBaby,Olaf,CS 132.3 (5.9),3.23:1,5.2,3.5,6.0,52%,25
롤오브레전드1234,Alistar,CS 43.1 (1.6),2.70:1,1.7,4.8,11.2,56%,188
롤오브레전드1234,Braum,CS 56.9 (2.2),3.03:1,1.3,3.8,10.1,50%,142
롤오브레전드1234,Tahm Kench,CS 57.1 (2.2),2.20:1,2.0,4.8,8.7,51%,77
롤오브레전드1234,Karma,CS 144.4 (5.5),2.60:1,3.1,4.6,9.0,51%,74
롤오브레전드1234,Rakan,CS 15.7 (0.6),2.93:1,1.7,4.7,12.0,51%,51
롤오브레전드1234,Taric,CS 53.0 (2.1),2.51:1,1.5,4.6,10.0,54%,39
롤오브레전드1234,Shen,CS 73.5 (2.6),3.05:1,2.4,5.0,12.9,47%,36
WooXiang2,Ezreal,CS 207.8 (8.1),3.75:1,5.7,3.4,7.2,63%,87
WooXiang2,Xayah,CS 207.0 (8.5),3.06:1,5.8,3.7,5.7,51%,39
WooXiang2,Kai'Sa,CS 167.6 (7.7),3.64:1,6.6,3.3,5.4,61%,38
WooXiang2,Corki,CS 213.8 (9.7),5.98:1,7.9,2.1,4.7,84%,19
WooXiang2,Varus,CS 211.4 (8.3),3.22:1,7.1,4.5,7.4,58%,19
WooXiang2,Vladimir,CS 187.4 (7.6),2.38:1,4.7,3.9,4.5,60%,15
WooXiang2,Jhin,CS 152.9 (6.9),3.03:1,4.9,4.3,8.1,64%,14
JinAirNova,Rakan,CS 17.3 (0.7),4.43:1,1.9,3.3,12.6,73%,74
JinAirNova,Morgana,CS 21.6 (0.8),4.14:1,2.2,3.5,12.3,56%,27
JinAirNova,Tahm Kench,CS 46.9 (1.8),3.00:1,1.8,3.6,8.9,52%,27
JinAirNova,Janna,CS 14.7 (0.6),4.26:1,1.1,2.8,10.7,64%,25
JinAirNova,Braum,CS 45.7 (1.7),3.53:1,1.2,3.6,11.6,48%,23
JinAirNova,Alistar,CS 38.2 (1.5),2.81:1,1.1,4.2,10.7,48%,23
JinAirNova,Sion,CS 185.7 (6.9),3.00:1,1.7,3.2,7.8,42%,12
뽀오뽀오,Karthus,CS 223.2 (8.7),2.96:1,6.3,4.5,7.0,66%,140
뽀오뽀오,Zilean,CS 173.8 (6.5),3.21:1,3.4,3.7,8.3,67%,9
뽀오뽀오,Cassiopeia,CS 237.9 (8.5),1.70:1,3.8,4.8,4.3,44%,9
뽀오뽀오,Heimerdinger,CS 186.4 (7.6),1.61:1,4.3,4.7,3.3,43%,7
뽀오뽀오,Galio,CS 203.8 (7.8),1.96:1,4.4,5.4,6.2,80%,5
뽀오뽀오,Karma,CS 169.2 (7.4),2.11:1,3.0,3.6,4.6,60%,5
뽀오뽀오,Swain,CS 179.3 (7.2),2.50:1,3.0,4.0,7.0,67%,3
NekoL,Ezreal,CS 240.3 (9.1),4.09:1,5.8,2.9,6.3,51%,108
NekoL,Caitlyn,CS 251.5 (9.5),4.27:1,5.9,2.9,6.3,61%,82
NekoL,Kai'Sa,CS 228.8 (9.1),3.56:1,6.9,3.3,4.9,60%,63
NekoL,Xayah,CS 237.2 (9.2),3.58:1,5.2,3.1,5.9,47%,53
NekoL,Jhin,CS 233.6 (9.1),5.06:1,6.2,2.7,7.5,61%,46
NekoL,Varus,CS 264.4 (9.7),3.22:1,6.1,3.9,6.3,66%,41
NekoL,Vayne,CS 230.6 (8.8),2.60:1,6.4,4.5,5.3,52%,31
블러드이블,Gangplank,CS 214.6 (8.5),2.97:1,5.2,3.9,6.3,63%,446
블러드이블,Vladimir,CS 192.2 (8.2),2.73:1,5.8,3.8,4.5,56%,137
블러드이블,Pantheon,CS 117.0 (5.0),3.29:1,6.6,3.9,6.2,60%,83
블러드이블,Fiora,CS 197.2 (7.2),1.47:1,3.8,5.4,4.2,39%,31
블러드이블,Nasus,CS 189.0 (6.8),2.06:1,5.1,5.0,5.1,67%,21
블러드이블,Jax,CS 178.6 (6.8),1.88:1,5.4,5.2,4.3,53%,19
블러드이블,Gnar,CS 155.6 (7.0),1.89:1,3.1,3.9,4.3,39%,18
너와나의연결Gori,Ryze,CS 229.7 (9.0),4.08:1,5.6,2.9,6.0,65%,57
너와나의연결Gori,Azir,CS 230.4 (8.7),3.28:1,5.1,3.4,5.9,58%,38
너와나의연결Gori,Taliyah,CS 224.3 (9.0),4.18:1,5.4,3.0,7.2,55%,38
너와나의연결Gori,Zoe,CS 210.8 (8.1),4.00:1,6.7,3.2,6.1,60%,35
너와나의연결Gori,LeBlanc,CS 190.7 (7.4),4.01:1,6.8,3.2,6.0,53%,34
너와나의연결Gori,Galio,CS 211.4 (8.0),3.28:1,5.5,3.8,7.1,46%,24
너와나의연결Gori,Kassadin,CS 178.5 (7.9),3.11:1,4.7,2.6,3.5,52%,21
lookatmy,Tahm Kench,CS 52.4 (2.1),3.53:1,1.5,3.4,10.4,63%,30
lookatmy,Morgana,CS 20.1 (0.9),5.36:1,2.2,2.7,12.1,75%,28
lookatmy,Rakan,CS 16.3 (0.6),4.15:1,2.3,4.0,14.1,63%,24
lookatmy,Alistar,CS 36.5 (1.5),4.13:1,1.7,3.5,12.6,60%,15
lookatmy,Shen,CS 66.0 (2.6),3.24:1,2.2,4.2,11.4,43%,14
lookatmy,Karma,CS 87.0 (4.1),2.46:1,3.0,4.3,7.6,46%,13
lookatmy,Soraka,CS 12.8 (0.5),5.79:1,1.6,2.3,11.9,75%,12
센센S2,Camille,CS 129.5 (4.9),2.70:1,6.4,4.9,6.9,56%,54
센센S2,Ezreal,CS 193.6 (7.5),3.17:1,5.5,4.0,7.3,54%,41
센센S2,Nidalee,CS 162.7 (5.9),3.36:1,6.4,4.2,7.9,61%,38
센센S2,Skarner,CS 135.8 (5.4),4.30:1,2.8,2.8,9.1,65%,31
센센S2,Sejuani,CS 135.0 (5.0),4.75:1,4.4,3.1,10.4,61%,31
센센S2,Kha'Zix,CS 119.5 (4.9),3.22:1,7.2,4.0,5.8,56%,27
센센S2,Xin Zhao,CS 126.8 (5.1),1.93:1,5.8,6.2,6.2,45%,22
커닝시티천지,Zoe,CS 194.4 (8.0),2.99:1,5.8,4.1,6.5,59%,46
커닝시티천지,Taliyah,CS 224.1 (8.7),3.78:1,6.4,3.9,8.2,79%,29
커닝시티천지,Galio,CS 234.5 (8.2),3.58:1,6.4,4.5,9.5,58%,26
커닝시티천지,Ryze,CS 222.0 (9.0),2.65:1,5.2,4.2,6.1,48%,25
커닝시티천지,Talon,CS 206.3 (8.1),2.23:1,7.3,5.4,4.9,61%,18
커닝시티천지,Azir,CS 235.4 (8.9),2.10:1,4.6,4.3,4.5,56%,18
커닝시티천지,Vel'Koz,CS 207.7 (7.9),2.15:1,4.5,4.8,5.9,33%,15
Heart,Vladimir,CS 227.5 (8.6),2.78:1,5.9,4.6,6.8,60%,57
Heart,Ryze,CS 241.4 (9.5),3.22:1,5.9,4.2,7.5,64%,55
Heart,Karma,CS 153.6 (6.2),3.05:1,3.5,4.5,10.3,55%,55
Heart,Galio,CS 212.3 (8.1),2.72:1,3.8,4.7,9.0,54%,26
Heart,Malzahar,CS 203.9 (8.5),2.83:1,5.0,4.5,7.7,61%,23
Heart,Cassiopeia,CS 232.6 (9.0),2.74:1,6.5,4.7,6.4,61%,23
Heart,Orianna,CS 268.3 (9.2),2.97:1,6.3,4.8,7.9,52%,23
HLELava,Zoe,CS 189.5 (7.2),3.14:1,7.9,4.8,7.2,60%,58
HLELava,Ryze,CS 235.7 (9.1),2.93:1,5.6,4.3,6.8,56%,39
HLELava,LeBlanc,CS 165.6 (6.7),3.88:1,7.4,3.8,7.3,78%,32
HLELava,Malzahar,CS 226.8 (8.8),2.61:1,4.4,4.6,7.7,53%,32
HLELava,Karma,CS 170.2 (7.1),3.21:1,3.4,4.0,9.3,64%,25
HLELava,Galio,CS 192.5 (7.7),3.35:1,4.5,4.1,9.3,44%,25
HLELava,Taliyah,CS 214.6 (8.2),2.48:1,5.6,5.6,8.3,44%,18
무서운뱀독,Gangplank,CS 227.7 (8.3),3.37:1,4.4,3.9,8.6,71%,34
무서운뱀독,Gnar,CS 206.6 (8.0),2.53:1,4.0,3.5,5.0,71%,24
무서운뱀독,Camille,CS 215.3 (8.2),2.58:1,4.8,3.8,5.1,37%,19
무서운뱀독,Vladimir,CS 225.5 (8.3),2.95:1,4.5,3.5,5.8,65%,17
무서운뱀독,Jax,CS 213.4 (8.0),2.08:1,4.9,4.8,5.1,70%,10
무서운뱀독,Aatrox,CS 201.7 (8.4),2.77:1,5.3,3.7,5.0,57%,7
무서운뱀독,Ornn,CS 174.4 (7.0),5.44:1,6.0,3.2,11.4,100%,5
SKTT1Pirean,Taliyah,CS 238.2 (8.9),3.19:1,5.2,3.7,6.8,53%,146
SKTT1Pirean,Orianna,CS 225.7 (8.7),3.22:1,4.1,3.2,6.2,54%,135
SKTT1Pirean,Zyra,CS 40.8 (1.5),2.35:1,3.6,5.7,9.7,57%,118
SKTT1Pirean,Azir,CS 252.0 (9.1),2.78:1,4.9,3.8,5.7,44%,109
SKTT1Pirean,Kassadin,CS 220.0 (8.3),3.89:1,6.1,3.0,5.6,59%,95
SKTT1Pirean,Malzahar,CS 218.0 (8.7),2.71:1,3.9,3.6,5.8,51%,82
SKTT1Pirean,Ryze,CS 247.8 (9.3),2.73:1,4.4,3.6,5.5,49%,70
진에어테디,Ezreal,CS 246.6 (9.2),2.99:1,5.4,4.2,7.2,57%,46
진에어테디,Jhin,CS 246.9 (9.1),3.77:1,9.0,4.5,7.8,63%,30
진에어테디,Caitlyn,CS 251.0 (9.9),3.76:1,7.2,3.3,5.2,69%,26
진에어테디,Xayah,CS 246.2 (10.2),4.66:1,9.4,3.4,6.5,76%,17
진에어테디,Kai'Sa,CS 236.6 (9.6),3.48:1,9.1,4.0,4.9,81%,16
진에어테디,Varus,CS 277.9 (10.3),3.12:1,7.6,4.4,6.1,77%,13
진에어테디,Ryze,CS 242.1 (9.2),1.85:1,6.1,5.9,4.8,40%,10
lwandy,Janna,CS 16.7 (0.7),3.73:1,2.2,3.8,11.8,64%,407
lwandy,Rakan,CS 12.9 (0.6),2.92:1,2.0,4.6,11.4,55%,121
lwandy,Braum,CS 54.7 (2.2),2.92:1,0.9,4.2,11.5,46%,110
lwandy,Alistar,CS 48.6 (2.0),2.69:1,1.9,4.6,10.6,52%,100
lwandy,Morgana,CS 19.6 (0.8),2.60:1,2.0,5.4,12.1,47%,74
lwandy,Soraka,CS 14.6 (0.6),2.71:1,1.5,5.0,12.0,55%,67
lwandy,Lee Sin,CS 125.7 (5.4),2.40:1,5.2,4.9,6.5,45%,56
검은머리사나이,Zoe,CS 185.7 (7.3),3.36:1,6.5,4.0,6.8,65%,69
검은머리사나이,Irelia,CS 209.2 (8.2),2.19:1,7.1,5.2,4.2,56%,39
검은머리사나이,Ryze,CS 206.7 (8.5),2.41:1,4.5,4.2,5.6,52%,31
검은머리사나이,Vladimir,CS 194.5 (8.0),3.05:1,4.9,3.4,5.5,66%,29
검은머리사나이,Talon,CS 193.4 (7.8),2.84:1,7.9,4.4,4.7,50%,26
검은머리사나이,Sion,CS 146.1 (6.0),2.78:1,3.3,4.2,8.5,55%,22
검은머리사나이,Trundle,CS 115.2 (4.8),4.24:1,4.8,3.5,10.0,72%,18
AfreecaKramer,Ezreal,CS 253.6 (9.3),4.43:1,7.0,3.3,7.6,72%,88
AfreecaKramer,Kai'Sa,CS 241.8 (9.2),2.30:1,6.7,5.3,5.4,50%,34
AfreecaKramer,Caitlyn,CS 274.1 (10.0),2.83:1,5.9,4.0,5.3,55%,29
AfreecaKramer,Lucian,CS 277.3 (9.9),3.63:1,7.7,4.1,7.3,68%,22
AfreecaKramer,Varus,CS 252.5 (9.6),3.35:1,6.7,4.1,7.1,64%,22
AfreecaKramer,Tristana,CS 237.9 (9.5),3.44:1,6.0,3.2,4.9,50%,18
AfreecaKramer,Xayah,CS 221.8 (9.3),3.77:1,6.6,3.6,6.8,69%,16
kimtaem1n,Alistar,CS 37.1 (1.5),3.00:1,1.7,4.2,10.9,56%,106
kimtaem1n,Rakan,CS 13.6 (0.5),3.54:1,1.5,3.6,11.3,53%,73
kimtaem1n,Bard,CS 19.4 (0.8),3.15:1,3.1,4.5,11.2,52%,63
kimtaem1n,Morgana,CS 16.8 (0.7),3.76:1,2.5,3.8,11.9,53%,62
kimtaem1n,Tahm Kench,CS 45.9 (1.8),3.00:1,2.3,3.8,9.0,56%,43
kimtaem1n,Braum,CS 48.4 (1.8),4.04:1,1.5,3.7,13.6,64%,42
kimtaem1n,Thresh,CS 24.5 (0.9),3.33:1,1.6,4.4,12.9,53%,40
Taikki,Camille,CS 128.2 (5.1),2.48:1,7.2,5.7,6.8,56%,75
Taikki,Graves,CS 151.0 (6.4),2.47:1,4.6,4.3,6.0,53%,38
Taikki,Kayn,CS 139.5 (5.7),2.87:1,6.7,4.8,7.2,64%,33
Taikki,Xin Zhao,CS 125.6 (5.4),2.13:1,5.2,5.3,6.1,58%,26
Taikki,Kha'Zix,CS 151.3 (5.5),3.37:1,8.3,4.6,7.0,60%,25
Taikki,Trundle,CS 124.9 (5.3),3.03:1,5.1,4.6,8.8,50%,22
Taikki,Ivern,CS 118.1 (5.2),4.45:1,2.1,2.9,11.0,75%,16
서울카즈아,Rakan,CS 16.4 (0.6),3.50:1,1.7,4.6,14.4,60%,78
서울카즈아,Tahm Kench,CS 48.3 (1.9),3.46:1,1.7,3.9,11.8,72%,72
서울카즈아,Alistar,CS 37.8 (1.4),3.19:1,2.1,5.1,14.2,67%,70
서울카즈아,Thresh,CS 20.2 (0.8),3.32:1,2.2,4.4,12.5,54%,65
서울카즈아,Karma,CS 44.2 (1.6),3.30:1,2.3,4.6,12.8,56%,43
서울카즈아,Braum,CS 47.2 (1.8),3.33:1,1.1,4.2,12.9,56%,34
서울카즈아,Morgana,CS 16.3 (0.7),3.53:1,1.8,4.1,12.6,55%,29
SKTT1M4A1,Darius,CS 214.1 (8.5),2.38:1,6.0,4.0,3.6,62%,362
SKTT1M4A1,Jax,CS 212.5 (8.6),1.57:1,4.4,4.7,2.9,54%,101
SKTT1M4A1,Fizz,CS 190.3 (7.5),2.92:1,7.7,4.6,5.7,56%,57
SKTT1M4A1,Master Yi,CS 221.4 (8.5),2.05:1,11.1,7.1,3.4,76%,21
SKTT1M4A1,Nasus,CS 223.6 (8.7),2.71:1,3.3,3.0,4.9,100%,8
SKTT1M4A1,Janna,CS 23.2 (1.0),3.33:1,2.2,5.0,14.5,50%,6
SKTT1M4A1,Malphite,CS 201.3 (7.2),3.16:1,3.0,4.2,10.2,50%,6
마마돈워리,Zoe,CS 200.0 (8.0),2.54:1,6.7,5.1,6.4,54%,39
